Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Justin Herbert,LAC,3,2,0,4,9.0,2024,129
J.K. Dobbins,LAC,14,85,2,34,9.0,2024,129
Kimani Vidal,LAC,5,7,0,7,9.0,2024,129
Quentin Johnston,LAC,1,2,0,2,9.0,2024,129
Ladd McConkey,LAC,0,0,0,0,9.0,2024,129
Josh Palmer,LAC,0,0,0,0,9.0,2024,129
Will Dissly,LAC,0,0,0,0,9.0,2024,129
Hayden Hurst,LAC,0,0,0,0,9.0,2024,129
Eric Tomlinson,LAC,0,0,0,0,9.0,2024,129
Simi Fehoko,LAC,0,0,0,0,9.0,2024,129
Jalen Reagor,LAC,0,0,0,0,9.0,2024,129
Jameis Winston,CLE,5,27,0,13,9.0,2024,129
Nick Chubb,CLE,15,39,0,11,9.0,2024,129
Pierre Strong,CLE,2,8,0,7,9.0,2024,129
Jerome Ford,CLE,2,5,0,6,9.0,2024,129
Cedric Tillman,CLE,0,0,0,0,9.0,2024,129
Jerry Jeudy,CLE,0,0,0,0,9.0,2024,129
Jordan Akins,CLE,0,0,0,0,9.0,2024,129
David Njoku,CLE,0,0,0,0,9.0,2024,129
Elijah Moore,CLE,0,0,0,0,9.0,2024,129
