Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Baker Mayfield,TAM,23,31,200,8,24.2,129,4.2,75,3.3,2.4,125,5.4,2,6.5%,2,6.5%,2,12,0,2,4,10.8%,4,5.0,9.0,2024,138
Patrick Mahomes,KAN,34,44,291,19,39.6,260,5.9,149,4.4,3.4,142,4.2,1,2.4%,4,9.5%,4,3,0,3,7,14.0%,2,4.5,9.0,2024,138
