Player,Pos,home_team,team,week,year,game_id
Geno Smith,QB,1,Seahawks,9.0,2024,136
Kenneth Walker III,RB,1,Seahawks,9.0,2024,136
Jake Bobo,WR,1,Seahawks,9.0,2024,136
Tyler Lockett,WR,1,Seahawks,9.0,2024,136
Jaxon Smith-Njigba,WR,1,Seahawks,9.0,2024,136
AJ Barner,TE,1,Seahawks,9.0,2024,136
Charles Cross,T,1,Seahawks,9.0,2024,136
George Fant,T,1,Seahawks,9.0,2024,136
Anthony Bradford,G,1,Seahawks,9.0,2024,136
Laken Tomlinson,G,1,Seahawks,9.0,2024,136
Connor Williams,C,1,Seahawks,9.0,2024,136
Leonard Williams,DE,1,Seahawks,9.0,2024,136
Byron Murphy,DT,1,Seahawks,9.0,2024,136
Jarran Reed,NT,1,Seahawks,9.0,2024,136
Derick Hall,OLB,1,Seahawks,9.0,2024,136
Boye Mafe,LB,1,Seahawks,9.0,2024,136
Ernest Jones,LB,1,Seahawks,9.0,2024,136
Tyrel Dodson,LB,1,Seahawks,9.0,2024,136
Coby Bryant,CB,1,Seahawks,9.0,2024,136
Devon Witherspoon,CB,1,Seahawks,9.0,2024,136
Riq Woolen,CB,1,Seahawks,9.0,2024,136
Julian Love,FS,1,Seahawks,9.0,2024,136
