Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Caleb Williams,CHI,0,0,0,0,0,9.0,2024,133
D'Andre Swift,CHI,6,6,31,0,7,9.0,2024,133
Roschon Johnson,CHI,3,2,8,0,5,9.0,2024,133
Rome Odunze,CHI,7,5,104,0,44,9.0,2024,133
Keenan Allen,CHI,10,4,36,0,13,9.0,2024,133
D.J. Moore,CHI,9,4,33,0,16,9.0,2024,133
Gerald Everett,CHI,1,1,5,0,5,9.0,2024,133
Kyler Murray,ARI,0,0,0,0,0,9.0,2024,133
James Conner,ARI,3,3,12,0,8,9.0,2024,133
Emari Demercado,ARI,2,2,21,0,12,9.0,2024,133
Trey Benson,ARI,1,1,18,0,18,9.0,2024,133
Trey McBride,ARI,4,3,35,0,15,9.0,2024,133
DeeJay Dallas,ARI,0,0,0,0,0,9.0,2024,133
Elijah Higgins,ARI,2,2,34,0,23,9.0,2024,133
Marvin Harrison Jr.,ARI,5,2,34,0,21,9.0,2024,133
Greg Dortch,ARI,1,0,0,0,0,9.0,2024,133
Michael Wilson,ARI,1,0,0,0,0,9.0,2024,133
