Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jared Goff,DET,18,22,145,8,34.8,81,3.7,58,3.2,2.6,87,4.8,0,0.0%,2,10.0%,1,6,1,2,4,17.4%,0,,9.0,2024,135
Jordan Love,GNB,23,39,273,10,25.6,364,9.3,182,7.9,4.7,91,4.0,5,13.5%,7,18.9%,0,8,6,2,8,20.5%,0,,9.0,2024,135
