Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Matthew Stafford,LAR,1,0,0,0,9.0,2024,136
Kyren Williams,LAR,22,69,0,9,9.0,2024,136
Cooper Kupp,LAR,0,0,0,0,9.0,2024,136
Demarcus Robinson,LAR,0,0,0,0,9.0,2024,136
Tyler Johnson,LAR,0,0,0,0,9.0,2024,136
Tutu Atwell,LAR,0,0,0,0,9.0,2024,136
Puka Nacua,LAR,0,0,0,0,9.0,2024,136
Davis Allen,LAR,0,0,0,0,9.0,2024,136
Hunter Long,LAR,0,0,0,0,9.0,2024,136
Blake Corum,LAR,1,-1,0,0,9.0,2024,136
Geno Smith,SEA,6,16,0,11,9.0,2024,136
Kenneth Walker III,SEA,25,83,0,10,9.0,2024,136
Zach Charbonnet,SEA,2,8,0,6,9.0,2024,136
Jaxon Smith-Njigba,SEA,0,0,0,0,9.0,2024,136
Tyler Lockett,SEA,0,0,0,0,9.0,2024,136
Cody White,SEA,0,0,0,0,9.0,2024,136
AJ Barner,SEA,0,0,0,0,9.0,2024,136
Jake Bobo,SEA,0,0,0,0,9.0,2024,136
