Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Cade Otton,TAM,11,8,77,1,3.0,34,4.3,43,5.4,4.8,0,,1,9.1,0,122.2,9.0,2024,138
Sterling Shepard,TAM,5,4,48,0,2.0,44,11.0,4,1.0,9.8,0,,0,0.0,0,106.7,9.0,2024,138
Rachaad White,TAM,3,3,16,0,1.0,-15,-5.0,31,10.3,-5.0,0,,0,0.0,0,88.9,9.0,2024,138
Bucky Irving,TAM,3,3,10,0,0.0,-9,-3.0,19,6.3,-3.0,0,,0,0.0,0,80.6,9.0,2024,138
Trey Palmer,TAM,4,2,33,0,1.0,23,11.5,10,5.0,13.3,0,,0,0.0,0,78.1,9.0,2024,138
Sean Tucker,TAM,1,1,6,0,0.0,-7,-7.0,13,13.0,-7.0,0,,0,0.0,0,91.7,9.0,2024,138
Rakim Jarrett,TAM,1,1,9,0,,4,4.0,5,5.0,4.0,0,,0,0.0,0,104.2,9.0,2024,138
Ryan Miller,TAM,3,1,1,1,1.0,1,1.0,0,0.0,0.3,0,,1,33.3,0,81.9,9.0,2024,138
Travis Kelce,KAN,16,14,100,0,6.0,65,4.6,35,2.5,5.1,1,14.0,0,0.0,0,92.7,9.0,2024,138
DeAndre Hopkins,KAN,9,8,86,2,5.0,59,7.4,27,3.4,7.1,1,8.0,0,0.0,0,146.1,9.0,2024,138
Samaje Perine,KAN,5,4,25,1,2.0,0,0.0,25,6.3,-0.6,0,,1,20.0,0,127.1,9.0,2024,138
Mecole Hardman,KAN,3,3,17,0,2.0,-2,-0.7,19,6.3,-0.7,0,,0,0.0,0,90.3,9.0,2024,138
Justin Watson,KAN,4,3,43,0,3.0,27,9.0,16,5.3,18.8,0,,0,0.0,0,109.4,9.0,2024,138
Kareem Hunt,KAN,1,1,11,0,1.0,0,0.0,11,11.0,0.0,1,1.0,0,0.0,0,112.5,9.0,2024,138
Peyton Hendershot,KAN,1,1,9,0,,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2,9.0,2024,138
Noah Gray,KAN,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6,9.0,2024,138
Xavier Worthy,KAN,2,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6,9.0,2024,138
