#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:36,CIN 30,13,7:57,70,Touchdown,1,Bengals,9.0,2024,128
2,2,13:29,CIN 10,14,6:29,64,Field Goal,1,Bengals,9.0,2024,128
3,2,2:58,CIN 30,5,2:26,70,Touchdown,1,Bengals,9.0,2024,128
4,2,0:05,CIN 2,1,0:05,-1,End of Half,1,Bengals,9.0,2024,128
5,3,15:00,CIN 30,7,3:33,70,Touchdown,1,Bengals,9.0,2024,128
6,3,9:42,LVR 21,5,2:08,21,Touchdown,1,Bengals,9.0,2024,128
7,3,6:36,CIN 23,3,1:34,5,Punt,1,Bengals,9.0,2024,128
8,3,4:15,CIN 29,6,3:12,6,Punt,1,Bengals,9.0,2024,128
9,4,14:06,CIN 20,2,0:49,15,Interception,1,Bengals,9.0,2024,128
10,4,13:17,CIN 26,3,1:45,7,Punt,1,Bengals,9.0,2024,128
11,4,6:36,CIN 36,6,0:59,64,Touchdown,1,Bengals,9.0,2024,128
12,4,5:29,LVR 13,7,3:36,4,Field Goal,1,Bengals,9.0,2024,128
13,4,0:41,CIN 22,1,0:41,-1,End of Game,1,Bengals,9.0,2024,128
