Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA,week,year,game_id
4,3:08,4.0,17.0,SEA 31,20.0,13.0,"Michael Dickson punts 49 yards, returned by Xavier Smith for 8 yards (tackle by Jerrick Reed)",-1.31,-0.81,9.0,2024,136
4,2:59,1.0,10.0,LAR 28,20.0,13.0,"Kyren Williams left guard for no gain (tackle by Coby Bryant). Penalty on Beaux Limmer: Offensive Holding, 10 yards (accepted) (no play)",0.81,-0.04,9.0,2024,136
4,2:52,1.0,20.0,LAR 18,20.0,13.0,Kyren Williams left tackle for 9 yards (tackle by Tyrel Dodson),-0.04,0.13,9.0,2024,136
4,2:46,,,,,,Timeout #2 by Seattle Seahawks,,,9.0,2024,136
4,2:46,2.0,11.0,LAR 27,20.0,13.0,Kyren Williams right end for -4 yards (tackle by Devon Witherspoon and Boye Mafe),0.13,-1.09,9.0,2024,136
4,2:41,,,,,,Timeout #3 by Seattle Seahawks,,,9.0,2024,136
4,2:41,,,,,,Timeout #1 by Los Angeles Rams,,,9.0,2024,136
4,2:41,3.0,15.0,LAR 23,20.0,13.0,Kyren Williams up the middle for 6 yards (tackle by Leonard Williams and Ernest Jones),-1.09,-1.44,9.0,2024,136
4,2:00,4.0,9.0,LAR 29,20.0,13.0,"Ty Zentner punts 44 yards, fair catch by Dee Williams at SEA-27",-1.44,-0.74,9.0,2024,136
4,1:54,1.0,10.0,SEA 27,20.0,13.0,Geno Smith sacked by Braden Fiske for -14 yards,0.74,-1.79,9.0,2024,136
4,1:31,2.0,24.0,SEA 13,20.0,13.0,Geno Smith pass complete deep left to Cody White for 28 yards,-1.79,1.66,9.0,2024,136
4,1:26,1.0,10.0,SEA 41,20.0,13.0,Geno Smith scrambles left end for 11 yards (tackle by Christian Rozeboom),1.66,2.39,9.0,2024,136
4,1:20,1.0,10.0,LAR 48,20.0,13.0,Geno Smith pass incomplete short middle intended for Jake Bobo (defended by Darious Williams),2.39,1.85,9.0,2024,136
4,1:14,,,,,,Timeout #2 by Los Angeles Rams,,,9.0,2024,136
4,1:14,2.0,10.0,LAR 48,20.0,13.0,Geno Smith pass complete short right to AJ Barner for 5 yards (tackle by Jaylen McCollough),1.85,1.82,9.0,2024,136
4,1:07,3.0,5.0,LAR 43,20.0,13.0,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba (defended by Jared Verse),1.82,0.4,9.0,2024,136
4,1:03,4.0,5.0,LAR 43,20.0,13.0,Geno Smith pass complete deep left to Jaxon Smith-Njigba for 29 yards (tackle by Kamren Kinchens),0.4,4.65,9.0,2024,136
4,0:57,1.0,10.0,LAR 14,20.0,19.0,"Geno Smith pass complete short right to Jaxon Smith-Njigba for 14 yards, touchdown",4.65,7.0,9.0,2024,136
4,0:51,,,LAR 15,20.0,20.0,Jason Myers kicks extra point good,0.0,0.0,9.0,2024,136
4,0:51,,,SEA 35,20.0,20.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,136
4,0:51,1.0,10.0,LAR 30,20.0,20.0,"Matthew Stafford pass incomplete deep left intended for Demarcus Robinson. Penalty on Riq Woolen: Defensive Pass Interference, 11 yards (accepted) (no play)",0.94,1.66,9.0,2024,136
4,0:47,1.0,10.0,LAR 41,20.0,20.0,Matthew Stafford pass complete short left to Tyler Johnson for 8 yards (tackle by Tyrel Dodson),1.66,2.2,9.0,2024,136
4,0:40,2.0,2.0,LAR 49,20.0,20.0,Matthew Stafford pass incomplete short left,2.2,1.49,9.0,2024,136
4,0:34,3.0,2.0,LAR 49,20.0,20.0,Matthew Stafford pass incomplete deep right intended for Demarcus Robinson (defended by Devon Witherspoon),1.49,-0.13,9.0,2024,136
4,0:28,4.0,2.0,LAR 49,20.0,20.0,Ty Zentner punts 36 yards downed by Jake Hummel,-0.13,0.22,9.0,2024,136
4,0:19,1.0,10.0,SEA 15,20.0,20.0,Geno Smith kneels for -1 yards,-0.22,0.0,9.0,2024,136
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,,9.0,2024,136
OT,10:00,,,LAR 35,20.0,20.0,"Joshua Karty kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,136
OT,10:00,1.0,10.0,SEA 30,20.0,20.0,Kenneth Walker up the middle for 8 yards (tackle by Byron Young and Jaylen McCollough),0.94,1.47,9.0,2024,136
OT,9:37,2.0,2.0,SEA 38,20.0,20.0,Kenneth Walker up the middle for 6 yards (tackle by Byron Young),1.47,1.86,9.0,2024,136
OT,9:16,1.0,10.0,SEA 44,20.0,20.0,"Geno Smith pass complete short middle to Jaxon Smith-Njigba for 31 yards (tackle by Kamren Kinchens). Penalty on Kobie Turner: Defensive Offside, 5 yards (declined) . Penalty on Ahkello Witherspoon: Illegal Contact, 5 yards (declined)",1.86,3.91,9.0,2024,136
OT,8:44,1.0,10.0,LAR 25,20.0,20.0,Kenneth Walker left guard for 4 yards (tackle by Tyler Davis and Jaylen McCollough),3.91,3.9,9.0,2024,136
OT,8:31,2.0,6.0,LAR 21,20.0,20.0,Kenneth Walker left guard for 5 yards (tackle by Kamren Kinchens and Tyler Davis),3.9,4.06,9.0,2024,136
OT,8:07,3.0,1.0,LAR 16,20.0,20.0,Kenneth Walker left guard for no gain (tackle by Jared Verse),4.06,2.53,9.0,2024,136
OT,7:25,,,,,,Timeout #1 by Los Angeles Rams,,,9.0,2024,136
OT,7:25,4.0,1.0,LAR 16,20.0,20.0,Kenneth Walker left tackle for no gain (tackle by Bobby Brown and Omar Speights),2.53,0.06,9.0,2024,136
OT,7:19,1.0,10.0,LAR 17,20.0,20.0,Matthew Stafford pass complete deep right to Tyler Johnson for 24 yards (tackle by Tyrel Dodson),-0.06,1.66,9.0,2024,136
OT,6:29,1.0,10.0,LAR 41,20.0,20.0,Matthew Stafford pass complete deep left to Tutu Atwell for 16 yards (tackle by Josh Jobe),1.66,2.72,9.0,2024,136
OT,5:43,1.0,10.0,SEA 43,20.0,20.0,Kyren Williams right guard for 4 yards (tackle by Byron Murphy and Leonard Williams),2.72,2.72,9.0,2024,136
OT,5:04,2.0,6.0,SEA 39,26.0,20.0,"Matthew Stafford pass complete deep left to Demarcus Robinson for 39 yards, touchdown",2.72,6.0,9.0,2024,136
