Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Carl Lawson,DAL,0,0,0,0,0,2.0,2,2,0,2,2,0,0,0,1,9.0,2024,125
Eric Kendricks,DAL,0,0,0,0,0,0.0,9,5,4,0,0,0,0,0,1,9.0,2024,125
Donovan Wilson,DAL,0,0,0,0,0,0.0,8,4,4,1,0,1,0,0,0,9.0,2024,125
Caelen Carson,DAL,0,0,0,0,0,0.0,7,6,1,0,0,0,0,0,0,9.0,2024,125
DeMarvion Overshown,DAL,0,0,0,0,0,0.0,7,4,3,3,0,0,0,0,0,9.0,2024,125
Jourdan Lewis,DAL,0,0,0,0,0,0.0,6,4,2,1,0,0,0,0,0,9.0,2024,125
Chauncey Golston,DAL,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,9.0,2024,125
Trevon Diggs,DAL,0,0,0,0,2,0.0,3,1,2,0,0,0,0,0,0,9.0,2024,125
Malik Hooker,DAL,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,9.0,2024,125
Buddy Johnson,DAL,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,9.0,2024,125
Osa Odighizuwa,DAL,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,9.0,2024,125
Hunter Luepke,DAL,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,9.0,2024,125
Nick Vigil,DAL,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,9.0,2024,125
Damone Clark,DAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2024,125
Linval Joseph,DAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2024,125
Carlos Watkins,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2024,125
Tyrus Wheat,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2024,125
Marist Liufau,DAL,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,9.0,2024,125
Israel Mukuamu,DAL,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,9.0,2024,125
Cooper Rush,DAL,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,9.0,2024,125
Kaden Elliss,ATL,0,0,0,0,0,1.0,13,8,5,2,3,0,0,0,0,9.0,2024,125
Arnold Ebiketie,ATL,0,0,0,0,0,1.0,5,3,2,1,3,0,0,0,0,9.0,2024,125
Grady Jarrett,ATL,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0,9.0,2024,125
Nathan Landman,ATL,0,0,0,0,0,0.0,10,4,6,0,0,0,0,0,0,9.0,2024,125
AJ Terrell,ATL,0,0,0,0,0,0.0,9,5,4,0,0,0,0,0,0,9.0,2024,125
DeAundre Alford,ATL,0,0,0,0,2,0.0,8,7,1,0,0,0,0,0,0,9.0,2024,125
Jessie Bates III,ATL,0,0,0,0,1,0.0,6,3,3,0,0,0,0,0,0,9.0,2024,125
Justin Simmons,ATL,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,9.0,2024,125
Natrone Brooks,ATL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,9.0,2024,125
DeAngelo Malone,ATL,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,9.0,2024,125
David Onyemata,ATL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,9.0,2024,125
Ta'Quon Graham,ATL,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,9.0,2024,125
Demone Harris,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2024,125
Mike Hughes,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2024,125
Matt Judon,ATL,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,9.0,2024,125
Bradley Pinion,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2024,125
James Smith-Williams,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2024,125
Avery Williams,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2024,125
Charlie Woerner,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2024,125
Ray-Ray McCloud,ATL,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,9.0,2024,125
Bijan Robinson,ATL,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,9.0,2024,125
