Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
J.K. Dobbins,LAC,14,85,2,3.0,31,2.2,54,3.9,1,14.0,9.0,2024,129
Kimani Vidal,LAC,5,7,0,,3,0.6,4,0.8,0,,9.0,2024,129
Justin Herbert,LAC,3,2,0,0.0,-1,-0.3,3,1.0,0,,9.0,2024,129
Quentin Johnston,LAC,1,2,0,0.0,1,1.0,1,1.0,0,,9.0,2024,129
Nick Chubb,CLE,15,39,0,2.0,19,1.3,20,1.3,1,15.0,9.0,2024,129
Jameis Winston,CLE,5,27,0,4.0,23,4.6,4,0.8,0,,9.0,2024,129
Jerome Ford,CLE,2,5,0,,5,2.5,0,0.0,0,,9.0,2024,129
Pierre Strong,CLE,2,8,0,,5,2.5,3,1.5,0,,9.0,2024,129
