Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
O'Cyrus Torrence,G,66,100%,0,0%,5,20%,1,Bills,9.0,2024,126
Spencer Brown,T,66,100%,0,0%,5,20%,1,Bills,9.0,2024,126
Dion Dawkins,T,66,100%,0,0%,5,20%,1,Bills,9.0,2024,126
David Edwards,G,66,100%,0,0%,5,20%,1,Bills,9.0,2024,126
Josh Allen,QB,66,100%,0,0%,0,0%,1,Bills,9.0,2024,126
Connor McGovern,C,66,100%,0,0%,0,0%,1,Bills,9.0,2024,126
Dalton Kincaid,TE,52,79%,0,0%,0,0%,1,Bills,9.0,2024,126
Keon Coleman,WR,52,79%,0,0%,0,0%,1,Bills,9.0,2024,126
Mack Hollins,WR,45,68%,0,0%,1,4%,1,Bills,9.0,2024,126
Dawson Knox,TE,43,65%,0,0%,0,0%,1,Bills,9.0,2024,126
James Cook,RB,36,55%,0,0%,0,0%,1,Bills,9.0,2024,126
Khalil Shakir,WR,35,53%,0,0%,0,0%,1,Bills,9.0,2024,126
Ty Johnson,RB,19,29%,0,0%,8,32%,1,Bills,9.0,2024,126
Curtis Samuel,WR,17,26%,0,0%,0,0%,1,Bills,9.0,2024,126
Alec Anderson,G,11,17%,0,0%,11,44%,1,Bills,9.0,2024,126
Ray Davis,RB,9,14%,0,0%,0,0%,1,Bills,9.0,2024,126
Quintin Morris,TE,8,12%,0,0%,20,80%,1,Bills,9.0,2024,126
Jalen Virgil,WR,3,5%,0,0%,8,32%,1,Bills,9.0,2024,126
Damar Hamlin,SS,0,0%,61,100%,7,28%,1,Bills,9.0,2024,126
Taylor Rapp,SS,0,0%,61,100%,5,20%,1,Bills,9.0,2024,126
Terrel Bernard,LB,0,0%,61,100%,5,20%,1,Bills,9.0,2024,126
Rasul Douglas,CB,0,0%,61,100%,0,0%,1,Bills,9.0,2024,126
Kaiir Elam,CB,0,0%,58,95%,0,0%,1,Bills,9.0,2024,126
Taron Johnson,CB,0,0%,58,95%,0,0%,1,Bills,9.0,2024,126
Dorian Williams,LB,0,0%,53,87%,5,20%,1,Bills,9.0,2024,126
Gregory Rousseau,DE,0,0%,45,74%,5,20%,1,Bills,9.0,2024,126
Ed Oliver,DT,0,0%,44,72%,0,0%,1,Bills,9.0,2024,126
DaQuan Jones,DT,0,0%,36,59%,5,20%,1,Bills,9.0,2024,126
A.J. Epenesa,DE,0,0%,24,39%,5,20%,1,Bills,9.0,2024,126
Dawuane Smoot,DE,0,0%,22,36%,2,8%,1,Bills,9.0,2024,126
Eli Ankou,DT,0,0%,21,34%,0,0%,1,Bills,9.0,2024,126
Von Miller,DE,0,0%,21,34%,0,0%,1,Bills,9.0,2024,126
Austin Johnson,DT,0,0%,16,26%,5,20%,1,Bills,9.0,2024,126
Cameron Lewis,FS,0,0%,12,20%,20,80%,1,Bills,9.0,2024,126
Casey Toohill,DE,0,0%,11,18%,10,40%,1,Bills,9.0,2024,126
Ja'Marcus Ingram,CB,0,0%,3,5%,19,76%,1,Bills,9.0,2024,126
Javon Solomon,DE,0,0%,2,3%,15,60%,1,Bills,9.0,2024,126
Cole Bishop,CB,0,0%,1,2%,15,60%,1,Bills,9.0,2024,126
Baylon Spector,LB,0,0%,0,0%,20,80%,1,Bills,9.0,2024,126
Joe Andreessen,LB,0,0%,0,0%,15,60%,1,Bills,9.0,2024,126
Tyler Bass,K,0,0%,0,0%,12,48%,1,Bills,9.0,2024,126
Edefuan Ulofoshio,LB,0,0%,0,0%,8,32%,1,Bills,9.0,2024,126
Brandon Codrington,CB,0,0%,0,0%,7,28%,1,Bills,9.0,2024,126
Sam Martin,P,0,0%,0,0%,6,24%,1,Bills,9.0,2024,126
Reid Ferguson,LS,0,0%,0,0%,6,24%,1,Bills,9.0,2024,126
Ryan Van Demark,T,0,0%,0,0%,5,20%,1,Bills,9.0,2024,126
Sedrick Van Pran-Granger,C,0,0%,0,0%,5,20%,1,Bills,9.0,2024,126
