Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Trevor Lawrence,JAX,0,0,0,0,0,9.0,2024,134
Travis Etienne,JAX,3,2,6,0,3,9.0,2024,134
Tank Bigsby,JAX,0,0,0,0,0,9.0,2024,134
D'Ernest Johnson,JAX,1,0,0,0,0,9.0,2024,134
Evan Engram,JAX,10,5,45,0,24,9.0,2024,134
Parker Washington,JAX,6,3,41,0,18,9.0,2024,134
Austin Trammell,JAX,3,2,40,0,22,9.0,2024,134
Brian Thomas,JAX,4,2,22,0,16,9.0,2024,134
Tim Jones,JAX,2,1,10,0,10,9.0,2024,134
Luke Farrell,JAX,1,1,5,0,5,9.0,2024,134
Jalen Hurts,PHI,0,0,0,0,0,9.0,2024,134
Saquon Barkley,PHI,4,3,40,1,20,9.0,2024,134
Kenneth Gainwell,PHI,1,1,1,0,1,9.0,2024,134
Ainias Smith,PHI,1,1,0,0,0,9.0,2024,134
DeVonta Smith,PHI,6,4,87,1,46,9.0,2024,134
Jahan Dotson,PHI,1,1,36,0,36,9.0,2024,134
A.J. Brown,PHI,4,2,36,0,20,9.0,2024,134
Grant Calcaterra,PHI,5,5,30,0,10,9.0,2024,134
Ben VanSumeren,PHI,1,1,0,0,0,9.0,2024,134
