Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Sam Howell,WAS,2,15,0,11,7.0,2023,100
Chris Rodriguez,WAS,7,31,0,9,7.0,2023,100
Brian Robinson Jr.,WAS,8,23,1,6,7.0,2023,100
Antonio Gibson,WAS,2,7,0,6,7.0,2023,100
Terry McLaurin,WAS,0,0,0,0,7.0,2023,100
Logan Thomas,WAS,0,0,0,0,7.0,2023,100
Jahan Dotson,WAS,0,0,0,0,7.0,2023,100
Curtis Samuel,WAS,0,0,0,0,7.0,2023,100
Byron Pringle,WAS,0,0,0,0,7.0,2023,100
John Bates,WAS,0,0,0,0,7.0,2023,100
Tyrod Taylor,NYG,8,25,0,20,7.0,2023,100
Saquon Barkley,NYG,21,77,0,12,7.0,2023,100
Matt Breida,NYG,3,4,0,6,7.0,2023,100
Darren Waller,NYG,0,0,0,0,7.0,2023,100
Jalin Hyatt,NYG,0,0,0,0,7.0,2023,100
Wan'Dale Robinson,NYG,0,0,0,0,7.0,2023,100
Darius Slayton,NYG,0,0,0,0,7.0,2023,100
Isaiah Hodgins,NYG,0,0,0,0,7.0,2023,100
Sterling Shepard,NYG,0,0,0,0,7.0,2023,100
