Player,Pos,home_team,team,week,year,game_id
Josh Allen,QB,0,Bills,7.0,2023,97
Latavius Murray,RB,0,Bills,7.0,2023,97
Gabriel Davis,WR,0,Bills,7.0,2023,97
Stefon Diggs,WR,0,Bills,7.0,2023,97
Dalton Kincaid,TE,0,Bills,7.0,2023,97
Dawson Knox,TE,0,Bills,7.0,2023,97
Spencer Brown,T,0,Bills,7.0,2023,97
Dion Dawkins,T,0,Bills,7.0,2023,97
O'Cyrus Torrence,G,0,Bills,7.0,2023,97
Connor McGovern,G,0,Bills,7.0,2023,97
Mitch Morse,C,0,Bills,7.0,2023,97
Leonard Floyd,DE,0,Bills,7.0,2023,97
Gregory Rousseau,DE,0,Bills,7.0,2023,97
Tim Settle,DT,0,Bills,7.0,2023,97
Jordan Phillips,DT,0,Bills,7.0,2023,97
Dorian Williams,LB,0,Bills,7.0,2023,97
Terrel Bernard,LB,0,Bills,7.0,2023,97
Taron Johnson,CB,0,Bills,7.0,2023,97
Dane Jackson,CB,0,Bills,7.0,2023,97
Christian Benford,CB,0,Bills,7.0,2023,97
Jordan Poyer,S,0,Bills,7.0,2023,97
Micah Hyde,S,0,Bills,7.0,2023,97
