Player,Pos,home_team,team,week,year,game_id
Geno Smith,QB,1,Seahawks,7.0,2023,102
Kenneth Walker III,RB,1,Seahawks,7.0,2023,102
Jaxon Smith-Njigba,WR,1,Seahawks,7.0,2023,102
Tyler Lockett,WR,1,Seahawks,7.0,2023,102
Will Dissly,TE,1,Seahawks,7.0,2023,102
Noah Fant,TE,1,Seahawks,7.0,2023,102
Charles Cross,T,1,Seahawks,7.0,2023,102
Stone Forsythe,T,1,Seahawks,7.0,2023,102
Anthony Bradford,G,1,Seahawks,7.0,2023,102
Damien Lewis,G,1,Seahawks,7.0,2023,102
Olusegun Oluwatimi,C,1,Seahawks,7.0,2023,102
Dre'Mont Jones,DE,1,Seahawks,7.0,2023,102
Jarran Reed,DE,1,Seahawks,7.0,2023,102
Boye Mafe,LB,1,Seahawks,7.0,2023,102
Uchenna Nwosu,LB,1,Seahawks,7.0,2023,102
Jordyn Brooks,LB,1,Seahawks,7.0,2023,102
Bobby Wagner,LB,1,Seahawks,7.0,2023,102
Devon Witherspoon,CB,1,Seahawks,7.0,2023,102
Riq Woolen,CB,1,Seahawks,7.0,2023,102
Jamal Adams,SS,1,Seahawks,7.0,2023,102
Quandre Diggs,FS,1,Seahawks,7.0,2023,102
Julian Love,S,1,Seahawks,7.0,2023,102
