Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Cook,BUF,13,56,0,5,23,1.8,33,2.5,0,,7.0,2023,97
Josh Allen,BUF,7,17,1,2,12,1.7,5,0.7,0,,7.0,2023,97
Latavius Murray,BUF,4,8,0,0,7,1.8,1,0.3,0,,7.0,2023,97
Ezekiel Elliott,NWE,11,31,1,2,20,1.8,11,1.0,0,,7.0,2023,97
Rhamondre Stevenson,NWE,9,34,0,1,21,2.3,13,1.4,1,9.0,7.0,2023,97
Mac Jones,NWE,3,11,0,2,7,2.3,4,1.3,0,,7.0,2023,97
Demario Douglas,NWE,1,20,0,1,3,3.0,17,17.0,0,,7.0,2023,97
