Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Brian Hoyer,LVR,17,32,129,0,2,1,8,15,37.1,7.0,2023,98
Aidan O'Connell,LVR,10,13,75,1,1,0,0,15,83.8,7.0,2023,98
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Zamir White,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Tre Tucker,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Davante Adams,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Jakobi Meyers,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Austin Hooper,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Michael Mayer,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Jesper Horsted,LVR,0,0,0,0,0,0,0,0,,7.0,2023,98
Tyson Bagent,CHI,21,29,162,1,0,1,7,17,97.2,7.0,2023,98
Nathan Peterman,CHI,0,0,0,0,0,1,5,0,,7.0,2023,98
D'Onta Foreman,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Darrynton Evans,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Tyler Scott,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
D.J. Moore,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Marcedes Lewis,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Khari Blasingame,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Velus Jones Jr.,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
Travis Homer,CHI,0,0,0,0,0,0,0,0,,7.0,2023,98
