Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA,week,year,game_id
2.0,14:11,1.0,10.0,WAS 38,0.0,7.0,Sam Howell pass incomplete short left,1.47,0.92,7.0,2023,100
2.0,14:06,2.0,10.0,WAS 38,0.0,7.0,Brian Robinson right tackle for 3 yards (tackle by Bobby Okereke and Kayvon Thibodeaux),0.92,0.63,7.0,2023,100
2.0,13:24,3.0,7.0,WAS 41,0.0,7.0,Sam Howell sacked by Jason Pinnock for -8 yards,0.63,-1.18,7.0,2023,100
2.0,12:45,4.0,15.0,WAS 33,0.0,7.0,Tress Way punts 51 yards downed by Chris Rodriguez,-1.18,0.14,7.0,2023,100
2.0,12:33,1.0,10.0,NYG 16,0.0,7.0,Tyrod Taylor pass complete short left to Isaiah Hodgins for 5 yards (tackle by Benjamin St-Juste),-0.14,0.15,7.0,2023,100
2.0,12:07,2.0,5.0,NYG 21,0.0,7.0,Saquon Barkley left end for -1 yards (tackle by Daron Payne),0.15,-0.82,7.0,2023,100
2.0,11:32,3.0,6.0,NYG 20,0.0,7.0,Tyrod Taylor pass incomplete deep left intended for Jalin Hyatt,-0.82,-2.03,7.0,2023,100
2.0,11:28,4.0,6.0,NYG 20,0.0,7.0,Jamie Gillan punts 57 yards. Jamison Crowder fumbles out of bounds,-2.03,-0.48,7.0,2023,100
2.0,11:20,1.0,10.0,WAS 23,0.0,7.0,Chris Rodriguez right guard for 1 yard (tackle by Bobby Okereke),0.48,0.07,7.0,2023,100
2.0,10:45,2.0,9.0,WAS 24,0.0,7.0,Sam Howell scrambles up the middle for 11 yards (tackle by Bobby Okereke),0.07,1.27,7.0,2023,100
2.0,10:11,1.0,10.0,WAS 35,0.0,7.0,Sam Howell pass complete short left to Jahan Dotson for 8 yards,1.27,1.8,7.0,2023,100
2.0,9:43,2.0,2.0,WAS 43,0.0,7.0,"Sam Howell pass deep left intended for Jahan Dotson is intercepted by Deonte Banks at NYG-31 and returned for 6 yards (tackle by Logan Thomas). Penalty on Andrew Wylie: Unnecessary Roughness / Offense, 15 yards (accepted)",1.8,-2.39,7.0,2023,100
2.0,9:34,1.0,10.0,WAS 48,0.0,7.0,Tyrod Taylor pass complete short left to Darren Waller for 16 yards (tackle by Percy Butler),2.39,3.45,7.0,2023,100
2.0,9:05,1.0,10.0,WAS 32,0.0,13.0,"Tyrod Taylor pass complete short left to Saquon Barkley for 32 yards, touchdown",3.45,7.0,7.0,2023,100
2.0,8:56,,,WAS 15,0.0,14.0,Graham Gano kicks extra point good,0.0,0.0,7.0,2023,100
2.0,8:56,,,NYG 35,0.0,14.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,100
2.0,8:56,1.0,10.0,WAS 25,0.0,14.0,Brian Robinson up the middle for 5 yards (tackle by A'Shawn Robinson and Kayvon Thibodeaux),0.61,0.74,7.0,2023,100
2.0,8:18,2.0,5.0,WAS 30,0.0,14.0,Sam Howell pass incomplete short left intended for Terry McLaurin,0.74,0.04,7.0,2023,100
2.0,8:14,3.0,5.0,WAS 30,0.0,14.0,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",0.04,-0.62,7.0,2023,100
2.0,8:14,3.0,10.0,WAS 25,0.0,14.0,Sam Howell pass incomplete deep right,-0.62,-1.7,7.0,2023,100
2.0,8:06,4.0,10.0,WAS 25,0.0,14.0,"Tress Way punts, returned by Sterling Shepard for no gain (tackle by James Smith-Williams) Penalty on NYG: Defensive Holding, 5 yards (offset) Penalty on WAS: Player Out of Bounds on Kick, 5 yards (offset) (no play)",-1.7,-1.7,7.0,2023,100
2.0,7:55,4.0,10.0,WAS 25,0.0,14.0,"Tress Way punts 52 yards, returned by Sterling Shepard for 5 yards (tackle by David Mayo)",-1.7,-0.81,7.0,2023,100
2.0,7:44,1.0,10.0,NYG 28,0.0,14.0,Tyrod Taylor pass complete deep right to Darren Waller for 27 yards (tackle by David Mayo),0.81,2.59,7.0,2023,100
2.0,7:10,1.0,10.0,WAS 45,0.0,14.0,Tyrod Taylor sacked by Chase Young for -13 yards,2.59,0.29,7.0,2023,100
2.0,6:35,2.0,23.0,NYG 42,0.0,14.0,Tyrod Taylor pass incomplete short right intended for Darius Slayton (defended by Benjamin St-Juste),0.29,-0.36,7.0,2023,100
2.0,6:31,3.0,23.0,NYG 42,0.0,14.0,Tyrod Taylor pass incomplete deep left intended for Jalin Hyatt,-0.36,-0.59,7.0,2023,100
2.0,6:22,4.0,23.0,NYG 42,0.0,14.0,"Jamie Gillan punts 51 yards, returned by Jamison Crowder for 17 yards (tackle by Matt Breida)",-0.59,-0.54,7.0,2023,100
2.0,6:10,1.0,10.0,WAS 24,0.0,14.0,"Brian Robinson right tackle for no gain (tackle by Rakeem Nunez-Roches). Penalty on Saahdiq Charles: Offensive Holding, 10 yards (accepted) (no play)",0.54,-0.5,7.0,2023,100
2.0,5:45,1.0,20.0,WAS 14,0.0,14.0,Sam Howell pass incomplete short left intended for Brian Robinson (defended by Xavier McKinney),-0.5,-1.47,7.0,2023,100
2.0,5:42,2.0,20.0,WAS 14,0.0,14.0,Sam Howell pass complete short middle to Jahan Dotson for 10 yards (tackle by Isaiah Simmons and Bobby Okereke),-1.47,-0.69,7.0,2023,100
2.0,5:00,3.0,10.0,WAS 24,0.0,14.0,Sam Howell sacked by Dexter Lawrence for -10 yards,-0.69,-2.47,7.0,2023,100
2.0,4:20,4.0,20.0,WAS 14,0.0,14.0,"Tress Way punts 52 yards, returned by Sterling Shepard for 5 yards (tackle by Khaleke Hudson)",-2.47,-1.53,7.0,2023,100
2.0,4:08,1.0,10.0,NYG 39,0.0,14.0,Saquon Barkley right tackle for 2 yards (tackle by Casey Toohill and David Mayo),1.53,1.26,7.0,2023,100
2.0,3:40,2.0,8.0,NYG 41,0.0,14.0,Tyrod Taylor pass complete short middle to Darren Waller for 6 yards (tackle by David Mayo and Danny Johnson),1.26,1.36,7.0,2023,100
2.0,3:08,3.0,2.0,NYG 47,0.0,14.0,Tyrod Taylor scrambles up the middle for 3 yards (tackle by Danny Johnson),1.36,2.26,7.0,2023,100
2.0,2:43,1.0,10.0,NYG 50,0.0,14.0,Saquon Barkley up the middle for 3 yards (tackle by Daron Payne and Kamren Curl),2.26,2.12,7.0,2023,100
2.0,2:00,2.0,7.0,WAS 47,0.0,14.0,Tyrod Taylor pass incomplete short right,2.12,1.42,7.0,2023,100
2.0,1:55,3.0,7.0,WAS 47,0.0,14.0,Tyrod Taylor sacked by Chase Young for -9 yards,1.42,-0.46,7.0,2023,100
2.0,1:49,,,,,,Timeout #1 by Washington Commanders,,,7.0,2023,100
2.0,1:49,4.0,16.0,NYG 44,0.0,14.0,"Jamie Gillan punts 45 yards, fair catch by Jamison Crowder at WAS-11",-0.46,0.37,7.0,2023,100
2.0,1:42,1.0,10.0,WAS 11,0.0,14.0,Sam Howell pass complete short right to Logan Thomas for 9 yards (tackle by Bobby Okereke and Isaiah Simmons),-0.37,0.36,7.0,2023,100
2.0,1:19,2.0,1.0,WAS 20,0.0,14.0,Sam Howell sacked by Kayvon Thibodeaux for -10 yards,0.36,-1.54,7.0,2023,100
2.0,1:14,,,,,,Timeout #1 by New York Giants,,,7.0,2023,100
2.0,1:14,3.0,11.0,WAS 10,0.0,14.0,Sam Howell pass incomplete deep left intended for Curtis Samuel,-1.54,-2.49,7.0,2023,100
2.0,1:08,4.0,11.0,WAS 10,0.0,14.0,"Tress Way punts 58 yards, fair catch by Sterling Shepard at NYG-32",-2.49,-1.07,7.0,2023,100
2.0,0:59,1.0,10.0,NYG 32,0.0,14.0,Tyrod Taylor pass complete short middle to Isaiah Hodgins for 8 yards (tackle by Benjamin St-Juste),1.07,1.61,7.0,2023,100
2.0,0:40,2.0,2.0,NYG 40,0.0,14.0,Tyrod Taylor pass incomplete short right intended for Isaiah Hodgins (defended by Benjamin St-Juste),1.61,0.89,7.0,2023,100
2.0,0:37,3.0,2.0,NYG 40,0.0,14.0,"Tyrod Taylor scrambles left end for no gain (tackle by Jamin Davis). Penalty on Mark Glowinski: Offensive Holding, 10 yards (accepted) (no play)",0.89,-0.43,7.0,2023,100
2.0,0:30,3.0,12.0,NYG 30,0.0,14.0,Tyrod Taylor pass complete short left to Matt Breida for 5 yards (tackle by Kamren Curl and Quan Martin),-0.43,-1.04,7.0,2023,100
3.0,15:00,,,NYG 35,0.0,14.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,100
3.0,15:00,1.0,10.0,WAS 25,0.0,14.0,Brian Robinson left tackle for 1 yard (tackle by Bobby Okereke),0.61,0.2,7.0,2023,100
3.0,14:21,2.0,9.0,WAS 26,0.0,14.0,Sam Howell sacked by and Kayvon Thibodeaux for -7 yards and Dexter Lawrence for -7 yards,0.2,-1.51,7.0,2023,100
3.0,13:37,3.0,16.0,WAS 19,0.0,14.0,"Sam Howell pass complete short left to Antonio Gibson for 12 yards (tackle by Deonte Banks). Penalty on Charles Leno: Offensive Holding, 10 yards (declined)",-1.51,-1.31,7.0,2023,100
3.0,13:19,4.0,4.0,WAS 31,0.0,14.0,"Tress Way punts 48 yards, recovered by Dyami Brown at NYG-21",-1.31,4.17,7.0,2023,100
3.0,13:09,1.0,10.0,NYG 21,0.0,14.0,Chris Rodriguez left tackle for 4 yards (tackle by Jason Pinnock and Nick McCloud),4.17,4.2,7.0,2023,100
3.0,12:33,2.0,6.0,NYG 17,0.0,14.0,Chris Rodriguez left end for 5 yards (tackle by Xavier McKinney and Dexter Lawrence),4.2,4.49,7.0,2023,100
3.0,11:51,3.0,1.0,NYG 12,0.0,14.0,Chris Rodriguez up the middle for no gain (tackle by Bobby Okereke and Micah McFadden),4.49,2.78,7.0,2023,100
3.0,11:08,4.0,1.0,NYG 12,0.0,14.0,Sam Howell pass complete short right to Jahan Dotson for 8 yards (tackle by Xavier McKinney),2.78,6.28,7.0,2023,100
3.0,10:29,1.0,4.0,NYG 4,0.0,14.0,Sam Howell pass incomplete short left intended for Curtis Samuel,6.28,5.34,7.0,2023,100
3.0,10:25,2.0,4.0,NYG 4,6.0,14.0,"Brian Robinson for 4 yards, touchdown",5.34,7.0,7.0,2023,100
3.0,10:21,,,NYG 15,7.0,14.0,Joey Slye kicks extra point good,0.0,0.0,7.0,2023,100
3.0,10:21,,,WAS 35,7.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,7.0,2023,100
3.0,10:16,1.0,10.0,NYG 25,7.0,14.0,Saquon Barkley right tackle for 6 yards (tackle by Jamin Davis),0.61,0.87,7.0,2023,100
3.0,9:58,2.0,4.0,NYG 31,7.0,14.0,Saquon Barkley right tackle for 3 yards (tackle by Montez Sweat and Jamin Davis),0.87,0.56,7.0,2023,100
3.0,9:26,3.0,1.0,NYG 34,7.0,14.0,Saquon Barkley left guard for 2 yards (tackle by David Mayo),0.56,1.33,7.0,2023,100
3.0,8:56,1.0,10.0,NYG 36,7.0,14.0,Matt Breida left tackle for -4 yards (tackle by Jonathan Allen),1.33,0.25,7.0,2023,100
3.0,8:29,2.0,14.0,NYG 32,7.0,14.0,Tyrod Taylor pass incomplete short middle intended for Isaiah Hodgins (defended by Benjamin St-Juste),0.25,-0.43,7.0,2023,100
3.0,8:27,3.0,14.0,NYG 32,7.0,14.0,Tyrod Taylor pass complete short right to Darren Waller for 13 yards (tackle by Quan Martin and Jamin Davis),-0.43,-0.39,7.0,2023,100
3.0,7:49,4.0,1.0,NYG 45,7.0,14.0,Jamie Gillan punts 34 yards out of bounds,-0.39,-0.34,7.0,2023,100
3.0,7:41,1.0,10.0,WAS 21,7.0,14.0,Brian Robinson right guard for 2 yards (tackle by A'Shawn Robinson),0.34,0.07,7.0,2023,100
3.0,7:03,2.0,8.0,WAS 23,7.0,14.0,Sam Howell pass complete short left to Logan Thomas for 14 yards (tackle by Tre Hawkins),0.07,1.4,7.0,2023,100
3.0,6:20,1.0,10.0,WAS 37,7.0,14.0,"Sam Howell pass incomplete short right. Penalty on Sam Howell: Intentional Grounding, 10 yards (accepted)",1.4,-0.49,7.0,2023,100
3.0,6:20,2.0,20.0,WAS 27,7.0,14.0,Sam Howell pass complete short right to Terry McLaurin for 15 yards,-0.49,0.83,7.0,2023,100
3.0,5:42,3.0,5.0,WAS 42,7.0,14.0,Sam Howell pass incomplete short right intended for Logan Thomas (defended by Xavier McKinney),0.83,-0.59,7.0,2023,100
3.0,5:38,4.0,5.0,WAS 42,7.0,14.0,"Tress Way punts 58 yards, touchback.",-0.59,-0.28,7.0,2023,100
3.0,5:29,1.0,10.0,NYG 20,7.0,14.0,Tyrod Taylor pass incomplete short right intended for Darren Waller,0.28,-0.27,7.0,2023,100
3.0,5:24,2.0,10.0,NYG 20,7.0,14.0,Saquon Barkley right guard for 1 yard (tackle by John Ridgeway and Montez Sweat),-0.27,-0.82,7.0,2023,100
3.0,4:49,3.0,9.0,NYG 21,7.0,14.0,Tyrod Taylor pass complete short left to Darren Waller for 8 yards (tackle by Percy Butler and Benjamin St-Juste),-0.82,-1.44,7.0,2023,100
3.0,4:15,4.0,1.0,NYG 29,7.0,14.0,"Jamie Gillan punts 58 yards, returned by Jamison Crowder for 4 yards (tackle by Cam Brown)",-1.44,0.06,7.0,2023,100
3.0,4:03,1.0,10.0,WAS 17,7.0,14.0,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",-0.06,-0.51,7.0,2023,100
3.0,4:03,1.0,15.0,WAS 12,7.0,14.0,Sam Howell pass incomplete short right,-0.51,-1.15,7.0,2023,100
3.0,3:57,2.0,15.0,WAS 12,7.0,14.0,Brian Robinson left tackle for 1 yard (tackle by Leonard Williams),-1.15,-1.86,7.0,2023,100
3.0,3:16,3.0,14.0,WAS 13,7.0,14.0,Sam Howell pass complete short left to Antonio Gibson for 12 yards (tackle by Deonte Banks and Isaiah Simmons),-1.86,-1.7,7.0,2023,100
3.0,2:33,4.0,2.0,WAS 25,7.0,14.0,"Tress Way punts 54 yards, fair catch by Darius Slayton at NYG-21",-1.7,-0.34,7.0,2023,100
3.0,2:26,1.0,10.0,NYG 21,7.0,14.0,Tyrod Taylor scrambles left end for 5 yards (tackle by David Mayo),0.34,0.48,7.0,2023,100
3.0,1:57,2.0,5.0,NYG 26,7.0,14.0,Saquon Barkley up the middle for 3 yards (tackle by John Ridgeway),0.48,0.17,7.0,2023,100
3.0,1:22,3.0,2.0,NYG 29,7.0,14.0,Tyrod Taylor pass incomplete short right intended for Wan'Dale Robinson,0.17,-1.44,7.0,2023,100
3.0,1:18,4.0,2.0,NYG 29,7.0,14.0,"Jamie Gillan punts 51 yards, returned by Jamison Crowder for no gain (tackle by Darnay Holmes). Penalty on Tariq Castro-Fields: Defensive Holding, 10 yards (accepted)",-1.44,0.38,7.0,2023,100
3.0,1:06,1.0,10.0,WAS 10,7.0,14.0,"Sam Howell pass complete deep right to Terry McLaurin for 27 yards (tackle by Deonte Banks). Penalty on Xavier McKinney: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.38,2.39,7.0,2023,100
3.0,0:52,1.0,10.0,NYG 48,7.0,14.0,Antonio Gibson right guard for 6 yards (tackle by Bobby Okereke),2.39,2.66,7.0,2023,100
3.0,0:13,2.0,4.0,NYG 42,7.0,14.0,Sam Howell pass incomplete deep right,2.66,1.95,7.0,2023,100
3.0,0:07,3.0,4.0,NYG 42,7.0,14.0,"Penalty on Charles Leno: False Start, 5 yards (accepted) (no play)",1.95,1.29,7.0,2023,100
3.0,0:07,3.0,9.0,NYG 47,7.0,14.0,Sam Howell pass complete deep left to Terry McLaurin for 31 yards (tackle by Xavier McKinney),1.29,4.51,7.0,2023,100
4.0,15:00,1.0,10.0,NYG 16,7.0,14.0,Antonio Gibson left end for 1 yard (tackle by Bobby Okereke and Micah McFadden),4.51,4.05,7.0,2023,100
4.0,14:22,2.0,9.0,NYG 15,7.0,14.0,Sam Howell pass incomplete short right intended for Curtis Samuel,4.05,3.22,7.0,2023,100
4.0,14:17,3.0,9.0,NYG 15,7.0,14.0,Sam Howell pass complete short right to Terry McLaurin for 6 yards (tackle by Deonte Banks),3.22,2.93,7.0,2023,100
4.0,13:28,4.0,3.0,NYG 9,7.0,14.0,Joey Slye 27 yard field goal no good blocked by Leonard Williams,2.93,-0.28,7.0,2023,100
4.0,13:23,1.0,10.0,NYG 20,7.0,14.0,Saquon Barkley right guard for 2 yards (tackle by Montez Sweat and Kamren Curl),0.28,0.0,7.0,2023,100
4.0,12:48,2.0,8.0,NYG 22,7.0,14.0,Tyrod Taylor sacked by Khaleke Hudson for -3 yards,0.0,-1.14,7.0,2023,100
4.0,12:10,3.0,11.0,NYG 19,7.0,14.0,"Tyrod Taylor sacked by and Chase Young for no gain and Montez Sweat for no gain. Penalty on Jamin Davis: Illegal Contact, 5 yards (accepted) (no play)",-1.14,0.54,7.0,2023,100
4.0,11:52,1.0,10.0,NYG 24,7.0,14.0,Saquon Barkley right end for 6 yards (tackle by Daron Payne and James Smith-Williams),0.54,0.81,7.0,2023,100
4.0,11:15,2.0,4.0,NYG 30,7.0,14.0,Tyrod Taylor up the middle for -1 yards (tackle by Chase Young),0.81,-0.03,7.0,2023,100
4.0,10:32,3.0,5.0,NYG 29,7.0,14.0,Tyrod Taylor pass complete short right to Saquon Barkley for 7 yards (tackle by Khaleke Hudson),-0.03,1.33,7.0,2023,100
4.0,10:02,1.0,10.0,NYG 36,7.0,14.0,Saquon Barkley right end for 1 yard (tackle by John Ridgeway and Montez Sweat),1.33,0.93,7.0,2023,100
4.0,9:29,2.0,9.0,NYG 37,7.0,14.0,"Tyrod Taylor pass complete deep right to Jalin Hyatt for 42 yards (tackle by Benjamin St-Juste) WAS challenged the pass completion ruling, and the play was upheld.",0.93,4.17,7.0,2023,100
4.0,9:03,1.0,10.0,WAS 21,7.0,14.0,Saquon Barkley up the middle for 6 yards (tackle by Jamin Davis),4.17,4.55,7.0,2023,100
4.0,8:36,2.0,4.0,WAS 15,7.0,14.0,Saquon Barkley right guard for 5 yards (tackle by Montez Sweat),4.55,4.91,7.0,2023,100
4.0,7:51,1.0,10.0,WAS 10,7.0,14.0,"Saquon Barkley up the middle for 2 yards. Saquon Barkley fumbles (forced by Daron Payne), recovered by Daron Payne at WAS-8 (tackle by Daron Payne) (tackle by Daron Payne)",4.91,0.38,7.0,2023,100
4.0,7:46,1.0,10.0,WAS 8,7.0,14.0,Sam Howell pass incomplete deep left intended for Terry McLaurin,-0.38,-0.78,7.0,2023,100
4.0,7:43,2.0,10.0,WAS 8,7.0,14.0,"Sam Howell pass incomplete deep right intended for Dyami Brown. Penalty on Deonte Banks: Defensive Holding, 5 yards (accepted) (no play)",-0.78,-0.32,7.0,2023,100
4.0,7:38,1.0,10.0,WAS 13,7.0,14.0,Sam Howell pass complete short right to Jahan Dotson for 9 yards (tackle by Cordale Flott),-0.32,0.49,7.0,2023,100
4.0,7:03,2.0,1.0,WAS 22,7.0,14.0,Sam Howell pass complete short left to Curtis Samuel for 2 yards (tackle by Tre Hawkins),0.49,0.54,7.0,2023,100
4.0,6:21,1.0,10.0,WAS 24,7.0,14.0,Sam Howell pass incomplete deep right intended for Logan Thomas (defended by Nick McCloud),0.54,0.0,7.0,2023,100
4.0,6:16,2.0,10.0,WAS 24,7.0,14.0,Sam Howell pass complete short middle to Logan Thomas for 13 yards (tackle by Jason Pinnock),0.0,1.4,7.0,2023,100
4.0,5:35,1.0,10.0,WAS 37,7.0,14.0,Sam Howell pass complete short left to Curtis Samuel for 3 yards (tackle by Cordale Flott),1.4,1.26,7.0,2023,100
4.0,4:54,2.0,7.0,WAS 40,7.0,14.0,Sam Howell pass complete deep middle to Byron Pringle for 16 yards (tackle by Jason Pinnock),1.26,2.65,7.0,2023,100
4.0,4:11,1.0,10.0,NYG 44,7.0,14.0,Chris Rodriguez right guard for 8 yards (tackle by Dexter Lawrence),2.65,3.19,7.0,2023,100
4.0,3:32,2.0,2.0,NYG 36,7.0,14.0,Chris Rodriguez right guard for 9 yards (tackle by Tre Hawkins and Jason Pinnock),3.19,3.78,7.0,2023,100
4.0,2:49,1.0,10.0,NYG 27,7.0,14.0,"Penalty on Andrew Wylie: False Start, 5 yards (accepted) (no play)",3.78,3.45,7.0,2023,100
4.0,2:49,1.0,15.0,NYG 32,7.0,14.0,Sam Howell right end for 4 yards (tackle by Micah McFadden and Jason Pinnock),3.45,3.1,7.0,2023,100
