Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Larry Borom,T,71,100%,0,0%,5,22%,1,Bears,7.0,2023,98
Cody Whitehair,G,71,100%,0,0%,5,22%,1,Bears,7.0,2023,98
Teven Jenkins,T,71,100%,0,0%,5,22%,1,Bears,7.0,2023,98
Lucas Patrick,C,69,97%,0,0%,5,22%,1,Bears,7.0,2023,98
Tyson Bagent,QB,68,96%,0,0%,0,0%,1,Bears,7.0,2023,98
Darnell Wright,T,66,93%,0,0%,2,9%,1,Bears,7.0,2023,98
Cole Kmet,TE,63,89%,0,0%,6,26%,1,Bears,7.0,2023,98
D.J. Moore,WR,63,89%,0,0%,1,4%,1,Bears,7.0,2023,98
Darnell Mooney,WR,48,68%,0,0%,0,0%,1,Bears,7.0,2023,98
Tyler Scott,WR,40,56%,0,0%,6,26%,1,Bears,7.0,2023,98
Darrynton Evans,RB,34,48%,0,0%,5,22%,1,Bears,7.0,2023,98
D'Onta Foreman,RB,33,46%,0,0%,0,0%,1,Bears,7.0,2023,98
Marcedes Lewis,TE,23,32%,0,0%,0,0%,1,Bears,7.0,2023,98
Robert Tonyan,TE,22,31%,0,0%,12,52%,1,Bears,7.0,2023,98
Khari Blasingame,FB,12,17%,0,0%,14,61%,1,Bears,7.0,2023,98
Velus Jones Jr.,WR,8,11%,0,0%,14,61%,1,Bears,7.0,2023,98
Trent Taylor,WR,6,8%,0,0%,3,13%,1,Bears,7.0,2023,98
Ja'Tyre Carter,G,5,7%,0,0%,5,22%,1,Bears,7.0,2023,98
Travis Homer,RB,3,4%,0,0%,14,61%,1,Bears,7.0,2023,98
Nathan Peterman,QB,3,4%,0,0%,0,0%,1,Bears,7.0,2023,98
Doug Kramer,C,2,3%,0,0%,0,0%,1,Bears,7.0,2023,98
Elijah Hicks,FS,0,0%,65,100%,10,43%,1,Bears,7.0,2023,98
Tyrique Stevenson,CB,0,0%,65,100%,10,43%,1,Bears,7.0,2023,98
Jaquan Brisker,SS,0,0%,65,100%,3,13%,1,Bears,7.0,2023,98
Tremaine Edmunds,LB,0,0%,65,100%,1,4%,1,Bears,7.0,2023,98
Jaylon Johnson,CB,0,0%,65,100%,1,4%,1,Bears,7.0,2023,98
T.J. Edwards,LB,0,0%,60,92%,5,22%,1,Bears,7.0,2023,98
Yannick Ngakoue,DE,0,0%,59,91%,1,4%,1,Bears,7.0,2023,98
Kyler Gordon,CB,0,0%,49,75%,1,4%,1,Bears,7.0,2023,98
Justin Jones,DT,0,0%,43,66%,4,17%,1,Bears,7.0,2023,98
DeMarcus Walker,DE,0,0%,42,65%,1,4%,1,Bears,7.0,2023,98
Gervon Dexter,DT,0,0%,27,42%,3,13%,1,Bears,7.0,2023,98
Rasheem Green,DE,0,0%,25,38%,3,13%,1,Bears,7.0,2023,98
Andrew Billings,DT,0,0%,24,37%,0,0%,1,Bears,7.0,2023,98
Dominique Robinson,DE,0,0%,20,31%,4,17%,1,Bears,7.0,2023,98
Zacch Pickens,DT,0,0%,20,31%,0,0%,1,Bears,7.0,2023,98
Jack Sanborn,LB,0,0%,16,25%,11,48%,1,Bears,7.0,2023,98
Jaylon Jones,CB,0,0%,5,8%,16,70%,1,Bears,7.0,2023,98
Dylan Cole,LB,0,0%,0,0%,17,74%,1,Bears,7.0,2023,98
Noah Sewell,LB,0,0%,0,0%,16,70%,1,Bears,7.0,2023,98
Cairo Santos,K,0,0%,0,0%,11,48%,1,Bears,7.0,2023,98
Joejuan Williams,CB,0,0%,0,0%,10,43%,1,Bears,7.0,2023,98
Patrick Scales,LS,0,0%,0,0%,8,35%,1,Bears,7.0,2023,98
Trenton Gill,P,0,0%,0,0%,8,35%,1,Bears,7.0,2023,98
Quindell Johnson,SS,0,0%,0,0%,4,17%,1,Bears,7.0,2023,98
Aviante Collins,T,0,0%,0,0%,3,13%,1,Bears,7.0,2023,98
