Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Joshua Dobbs,ARI,1,0,7.0,2023,102
Clayton Tune,ARI,0,0,7.0,2023,102
Emari Demercado,ARI,0,0,7.0,2023,102
Rondale Moore,ARI,0,0,7.0,2023,102
Damien Williams,ARI,0,0,7.0,2023,102
Marquise Brown,ARI,0,0,7.0,2023,102
Trey McBride,ARI,0,0,7.0,2023,102
Michael Wilson,ARI,0,0,7.0,2023,102
Zach Ertz,ARI,0,0,7.0,2023,102
Geoff Swaim,ARI,0,0,7.0,2023,102
Elijah Higgins,ARI,0,0,7.0,2023,102
Geno Smith,SEA,1,1,7.0,2023,102
Kenneth Walker III,SEA,0,0,7.0,2023,102
Jaxon Smith-Njigba,SEA,0,0,7.0,2023,102
Jake Bobo,SEA,0,0,7.0,2023,102
Tyler Lockett,SEA,0,0,7.0,2023,102
Colby Parkinson,SEA,0,0,7.0,2023,102
Noah Fant,SEA,0,0,7.0,2023,102
DeeJay Dallas,SEA,1,1,7.0,2023,102
