Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Brock Purdy,SFO,0,0,7.0,2023,106
Christian McCaffrey,SFO,1,1,7.0,2023,106
George Kittle,SFO,0,0,7.0,2023,106
Brandon Aiyuk,SFO,0,0,7.0,2023,106
Jauan Jennings,SFO,0,0,7.0,2023,106
Ray-Ray McCloud,SFO,0,0,7.0,2023,106
Ross Dwelley,SFO,0,0,7.0,2023,106
Elijah Mitchell,SFO,0,0,7.0,2023,106
Kirk Cousins,MIN,0,0,7.0,2023,106
Alexander Mattison,MIN,0,0,7.0,2023,106
Cam Akers,MIN,0,0,7.0,2023,106
Brandon Powell,MIN,0,0,7.0,2023,106
Jordan Addison,MIN,0,0,7.0,2023,106
T.J. Hockenson,MIN,0,0,7.0,2023,106
K.J. Osborn,MIN,0,0,7.0,2023,106
Ty Chandler,MIN,0,0,7.0,2023,106
Trishton Jackson,MIN,0,0,7.0,2023,106
Josh Oliver,MIN,0,0,7.0,2023,106
