#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:39,ATL 42,8,3:51,58,Touchdown,0,Falcons,7.0,2023,96
2,1,3:24,ATL 25,3,1:19,1,Punt,0,Falcons,7.0,2023,96
3,2,14:51,ATL 33,8,3:00,62,Field Goal,0,Falcons,7.0,2023,96
4,2,5:14,ATL 25,12,4:57,59,Fumble,0,Falcons,7.0,2023,96
5,3,15:00,ATL 30,3,1:22,2,Punt,0,Falcons,7.0,2023,96
6,3,11:38,TAM 27,7,3:38,24,Fumble,0,Falcons,7.0,2023,96
7,3,5:59,ATL 37,8,3:55,40,Field Goal,0,Falcons,7.0,2023,96
8,4,12:37,ATL 7,10,6:07,92,Fumble,0,Falcons,7.0,2023,96
9,4,3:41,ATL 15,3,1:05,9,Punt,0,Falcons,7.0,2023,96
10,4,0:45,ATL 25,5,0:45,42,Field Goal,0,Falcons,7.0,2023,96
