Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Josh Allen,BUF,0,0,0,0,0,7.0,2023,97
James Cook,BUF,3,3,46,1,28,7.0,2023,97
Latavius Murray,BUF,2,2,20,0,17,7.0,2023,97
Dalton Kincaid,BUF,8,8,75,0,15,7.0,2023,97
Stefon Diggs,BUF,12,6,58,1,25,7.0,2023,97
Khalil Shakir,BUF,4,4,35,0,13,7.0,2023,97
Dawson Knox,BUF,3,1,10,0,10,7.0,2023,97
Deonte Harty,BUF,1,1,10,0,10,7.0,2023,97
Gabriel Davis,BUF,5,1,6,0,6,7.0,2023,97
Trent Sherfield,BUF,1,1,5,0,5,7.0,2023,97
Mac Jones,NWE,0,0,0,0,0,7.0,2023,97
Rhamondre Stevenson,NWE,6,6,51,0,34,7.0,2023,97
Ezekiel Elliott,NWE,1,0,0,0,0,7.0,2023,97
Demario Douglas,NWE,6,4,54,0,19,7.0,2023,97
Kendrick Bourne,NWE,7,6,63,1,33,7.0,2023,97
Pharaoh Brown,NWE,2,2,51,0,26,7.0,2023,97
Hunter Henry,NWE,3,2,27,0,14,7.0,2023,97
Jalen Reagor,NWE,1,1,11,0,11,7.0,2023,97
DeVante Parker,NWE,1,1,8,0,8,7.0,2023,97
Mike Gesicki,NWE,2,2,5,1,4,7.0,2023,97
Tyquan Thornton,NWE,1,1,2,0,2,7.0,2023,97
