Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Steelers,8.0,4.14,1.86,1.29,0.0,-3.06,-1.23,-1.83,6.27,6.47,-3.11,1.55,3.21,-2.9,7.72,7.0,2023,101
Rams,-8.0,3.06,1.23,1.83,-6.27,-4.14,-1.86,-1.29,0.0,-6.47,-1.55,3.11,2.9,-3.21,-7.72,7.0,2023,101
