Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Levi Wallace,PIT,0,4,3,75.0%,99.0,33.0,24.8,1.0,156.2,19.0,66.0,33.0,0,0,0,0.0,0,3,0,0.0%,7.0,2023,101
Joey Porter Jr.,PIT,0,4,2,50.0%,22.0,11.0,5.5,0.0,66.7,11.5,19.0,3.0,0,0,0,0.0,0,3,2,40.0%,7.0,2023,101
Patrick Peterson,PIT,0,4,2,50.0%,35.0,17.5,8.8,0.0,80.2,1.8,2.0,33.0,2,0,0,0.0,0,3,0,0.0%,7.0,2023,101
Keanu Neal,PIT,0,2,2,100.0%,12.0,6.0,6.0,0.0,91.7,2.5,5.0,7.0,1,0,0,0.0,0,4,0,0.0%,7.0,2023,101
Elandon Roberts,PIT,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,4.0,4.0,4.0,3,1,0,0.0,1,3,0,0.0%,7.0,2023,101
Alex Highsmith,PIT,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,-7.0,-7.0,12.0,4,1,0,0.0,1,2,0,0.0%,7.0,2023,101
Cole Holcomb,PIT,0,1,1,100.0%,20.0,20.0,20.0,0.0,118.7,3.0,3.0,17.0,7,0,0,0.0,0,8,1,11.1%,7.0,2023,101
Chandon Sullivan,PIT,0,3,1,33.3%,1.0,1.0,0.3,0.0,42.4,-1.0,-2.0,3.0,0,0,0,0.0,0,1,0,0.0%,7.0,2023,101
Minkah Fitzpatrick,PIT,0,3,1,33.3%,24.0,24.0,8.0,0.0,63.2,19.0,24.0,0.0,2,0,0,0.0,0,11,2,15.4%,7.0,2023,101
Kwon Alexander,PIT,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,6.0,5.0,0.0,6,0,0,0.0,0,3,1,25.0%,7.0,2023,101
Keeanu Benton,PIT,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,0,,7.0,2023,101
Nick Herbig,PIT,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,7.0,2023,101
T.J. Watt,PIT,1,1,0,0.0%,,,0.0,,0.0,5.0,,,0,1,0,0.0,1,1,0,0.0%,7.0,2023,101
Larry Ogunjobi,PIT,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,7.0,2023,101
Markus Golden,PIT,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,7.0,2023,101
Damontae Kazee,PIT,0,1,0,0.0%,,,0.0,,39.6,13.0,,,0,0,0,0.0,0,7,1,12.5%,7.0,2023,101
Ahkello Witherspoon,LAR,0,7,5,71.4%,70.0,14.0,10.0,0.0,103.3,13.6,50.0,20.0,0,0,0,0.0,0,4,2,33.3%,7.0,2023,101
Cobie Durant,LAR,0,5,3,60.0%,53.0,17.7,10.6,0.0,96.2,14.2,40.0,13.0,2,0,1,0.0,1,5,1,16.7%,7.0,2023,101
Derion Kendrick,LAR,0,3,3,100.0%,67.0,22.3,22.3,0.0,118.7,8.7,26.0,41.0,0,0,0,0.0,0,0,1,100.0%,7.0,2023,101
Byron Young,LAR,0,2,1,50.0%,-1.0,-1.0,-0.5,0.0,56.2,-2.5,-2.0,1.0,4,0,2,0.0,2,3,1,25.0%,7.0,2023,101
Michael Hoecht,LAR,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,-5.0,-5.0,8.0,1,0,0,2.0,2,7,1,12.5%,7.0,2023,101
Quentin Lake,LAR,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,4.0,4.0,3.0,1,0,0,0.0,0,6,2,25.0%,7.0,2023,101
Zach VanValkenburg,LAR,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,-1.0,-1.0,12.0,0,0,0,0.0,0,1,1,50.0%,7.0,2023,101
Ernest Jones,LAR,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,-5.0,-5.0,13.0,0,0,0,0.0,0,4,1,20.0%,7.0,2023,101
Jordan Fuller,LAR,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,12.0,12.0,0.0,1,0,0,0.0,0,5,0,0.0%,7.0,2023,101
Aaron Donald,LAR,0,0,0,,,,,,,,,,0,0,2,0.0,2,4,0,0.0%,7.0,2023,101
Kobie Turner,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%,7.0,2023,101
Christian Rozeboom,LAR,0,0,0,,,,,,,,,,2,0,0,0.0,0,6,1,14.3%,7.0,2023,101
Russ Yeast,LAR,0,1,0,0.0%,,,0.0,,39.6,13.0,,,1,0,0,0.0,0,6,2,25.0%,7.0,2023,101
