Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Dan Moore,T,59,100%,0,0%,4,15%,0,Steelers,7.0,2023,101
Isaac Seumalo,G,59,100%,0,0%,4,15%,0,Steelers,7.0,2023,101
Chukwuma Okorafor,T,59,100%,0,0%,0,0%,0,Steelers,7.0,2023,101
Kenny Pickett,QB,59,100%,0,0%,0,0%,0,Steelers,7.0,2023,101
Mason Cole,C,59,100%,0,0%,0,0%,0,Steelers,7.0,2023,101
James Daniels,G,59,100%,0,0%,0,0%,0,Steelers,7.0,2023,101
George Pickens,WR,53,90%,0,0%,0,0%,0,Steelers,7.0,2023,101
Connor Heyward,TE,51,86%,0,0%,10,38%,0,Steelers,7.0,2023,101
Diontae Johnson,WR,39,66%,0,0%,0,0%,0,Steelers,7.0,2023,101
Allen Robinson,WR,38,64%,0,0%,0,0%,0,Steelers,7.0,2023,101
Najee Harris,RB,34,58%,0,0%,0,0%,0,Steelers,7.0,2023,101
Darnell Washington,TE,31,53%,0,0%,8,31%,0,Steelers,7.0,2023,101
Jaylen Warren,RB,27,46%,0,0%,4,15%,0,Steelers,7.0,2023,101
Rodney Williams,TE,11,19%,0,0%,12,46%,0,Steelers,7.0,2023,101
Calvin Austin III,WR,7,12%,0,0%,4,15%,0,Steelers,7.0,2023,101
Minkah Fitzpatrick,FS,4,7%,68,100%,4,15%,0,Steelers,7.0,2023,101
Patrick Peterson,CB,0,0%,67,99%,4,15%,0,Steelers,7.0,2023,101
Damontae Kazee,SS,0,0%,58,85%,9,35%,0,Steelers,7.0,2023,101
T.J. Watt,LB,0,0%,57,84%,2,8%,0,Steelers,7.0,2023,101
Cole Holcomb,LB,0,0%,56,82%,2,8%,0,Steelers,7.0,2023,101
Joey Porter Jr.,CB,0,0%,53,78%,5,19%,0,Steelers,7.0,2023,101
Alex Highsmith,LB,0,0%,53,78%,3,12%,0,Steelers,7.0,2023,101
Levi Wallace,CB,0,0%,49,72%,4,15%,0,Steelers,7.0,2023,101
Larry Ogunjobi,DT,0,0%,49,72%,3,12%,0,Steelers,7.0,2023,101
Kwon Alexander,LB,0,0%,47,69%,2,8%,0,Steelers,7.0,2023,101
Montravius Adams,NT,0,0%,46,68%,6,23%,0,Steelers,7.0,2023,101
DeMarvin Leal,DE,0,0%,23,34%,4,15%,0,Steelers,7.0,2023,101
Chandon Sullivan,CB,0,0%,22,32%,13,50%,0,Steelers,7.0,2023,101
Elandon Roberts,LB,0,0%,19,28%,9,35%,0,Steelers,7.0,2023,101
Keeanu Benton,DT,0,0%,19,28%,2,8%,0,Steelers,7.0,2023,101
Keanu Neal,FS,0,0%,17,25%,9,35%,0,Steelers,7.0,2023,101
Armon Watts,NT,0,0%,17,25%,0,0%,0,Steelers,7.0,2023,101
Markus Golden,LB,0,0%,14,21%,1,4%,0,Steelers,7.0,2023,101
Nick Herbig,LB,0,0%,12,18%,20,77%,0,Steelers,7.0,2023,101
James Pierre,CB,0,0%,2,3%,18,69%,0,Steelers,7.0,2023,101
Mark Robinson,LB,0,0%,0,0%,18,69%,0,Steelers,7.0,2023,101
Miles Boykin,WR,0,0%,0,0%,18,69%,0,Steelers,7.0,2023,101
Miles Killebrew,SS,0,0%,0,0%,18,69%,0,Steelers,7.0,2023,101
Elijah Riley,FS,0,0%,0,0%,18,69%,0,Steelers,7.0,2023,101
Pressley Harvin III,P,0,0%,0,0%,9,35%,0,Steelers,7.0,2023,101
Christian Kuntz,LS,0,0%,0,0%,9,35%,0,Steelers,7.0,2023,101
Chris Boswell,K,0,0%,0,0%,9,35%,0,Steelers,7.0,2023,101
Godwin Igwebuike,RB,0,0%,0,0%,8,31%,0,Steelers,7.0,2023,101
Isaiahh Loudermilk,DE,0,0%,0,0%,5,19%,0,Steelers,7.0,2023,101
Nate Herbig,G,0,0%,0,0%,4,15%,0,Steelers,7.0,2023,101
Broderick Jones,T,0,0%,0,0%,4,15%,0,Steelers,7.0,2023,101
