Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Tyler Allgeier,ATL,21,59,0,4.0,35,1.7,24,1.1,0,,7.0,2023,96
Cordarrelle Patterson,ATL,10,56,0,2.0,37,3.7,19,1.9,1,10.0,7.0,2023,96
Desmond Ridder,ATL,6,38,1,4.0,37,6.2,1,0.2,0,,7.0,2023,96
Bijan Robinson,ATL,1,3,0,,2,2.0,1,1.0,0,,7.0,2023,96
Rachaad White,TAM,13,34,0,0.0,26,2.0,8,0.6,0,,7.0,2023,96
Ke'Shawn Vaughn,TAM,4,7,0,,5,1.3,2,0.5,1,4.0,7.0,2023,96
Baker Mayfield,TAM,3,32,0,2.0,7,2.3,25,8.3,0,,7.0,2023,96
