Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Tua Tagovailoa,MIA,1,-3,0,-3,7.0,2023,105
Cedrick Wilson Jr.,MIA,0,0,0,0,7.0,2023,105
Raheem Mostert,MIA,9,45,0,21,7.0,2023,105
Salvon Ahmed,MIA,2,3,0,2,7.0,2023,105
Tyreek Hill,MIA,0,0,0,0,7.0,2023,105
Jaylen Waddle,MIA,0,0,0,0,7.0,2023,105
Braxton Berrios,MIA,0,0,0,0,7.0,2023,105
Jeff Wilson,MIA,0,0,0,0,7.0,2023,105
Jalen Hurts,PHI,11,21,1,12,7.0,2023,105
D'Andre Swift,PHI,15,62,0,22,7.0,2023,105
Kenneth Gainwell,PHI,8,16,1,5,7.0,2023,105
A.J. Brown,PHI,0,0,0,0,7.0,2023,105
Dallas Goedert,PHI,0,0,0,0,7.0,2023,105
DeVonta Smith,PHI,0,0,0,0,7.0,2023,105
Julio Jones,PHI,0,0,0,0,7.0,2023,105
Olamide Zaccheaus,PHI,0,0,0,0,7.0,2023,105
