Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Brock Purdy,SFO,0,0,0,0,0,7.0,2023,106
Christian McCaffrey,SFO,3,3,51,1,35,7.0,2023,106
George Kittle,SFO,7,5,78,0,28,7.0,2023,106
Brandon Aiyuk,SFO,6,5,57,0,25,7.0,2023,106
Jauan Jennings,SFO,9,5,54,0,18,7.0,2023,106
Ray-Ray McCloud,SFO,3,2,20,0,11,7.0,2023,106
Ross Dwelley,SFO,1,1,12,0,12,7.0,2023,106
Elijah Mitchell,SFO,0,0,0,0,0,7.0,2023,106
Kirk Cousins,MIN,0,0,0,0,0,7.0,2023,106
Alexander Mattison,MIN,3,2,3,0,4,7.0,2023,106
Cam Akers,MIN,3,2,30,0,30,7.0,2023,106
Brandon Powell,MIN,5,4,64,0,27,7.0,2023,106
Jordan Addison,MIN,10,7,123,2,60,7.0,2023,106
T.J. Hockenson,MIN,12,11,86,0,22,7.0,2023,106
K.J. Osborn,MIN,6,5,47,0,18,7.0,2023,106
Ty Chandler,MIN,1,1,12,0,12,7.0,2023,106
Trishton Jackson,MIN,1,1,7,0,7,7.0,2023,106
Josh Oliver,MIN,2,2,6,0,6,7.0,2023,106
