Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Kolton Miller,T,65,100%,0,0%,3,13%,0,Raiders,7.0,2023,98
Dylan Parham,G,65,100%,0,0%,3,13%,0,Raiders,7.0,2023,98
Greg Van Roten,G,65,100%,0,0%,3,13%,0,Raiders,7.0,2023,98
Andre James,C,65,100%,0,0%,0,0%,0,Raiders,7.0,2023,98
Jakobi Meyers,WR,61,94%,0,0%,0,0%,0,Raiders,7.0,2023,98
Brian Hoyer,QB,51,78%,0,0%,0,0%,0,Raiders,7.0,2023,98
Davante Adams,WR,49,75%,0,0%,0,0%,0,Raiders,7.0,2023,98
Michael Mayer,TE,46,71%,0,0%,7,30%,0,Raiders,7.0,2023,98
Josh Jacobs,RB,43,66%,0,0%,0,0%,0,Raiders,7.0,2023,98
Thayer Munford,T,34,52%,0,0%,3,13%,0,Raiders,7.0,2023,98
Tre Tucker,WR,32,49%,0,0%,5,22%,0,Raiders,7.0,2023,98
Jermaine Eluemunor,T,31,48%,0,0%,3,13%,0,Raiders,7.0,2023,98
Hunter Renfrow,WR,24,37%,0,0%,0,0%,0,Raiders,7.0,2023,98
Austin Hooper,TE,22,34%,0,0%,0,0%,0,Raiders,7.0,2023,98
Jakob Johnson,FB,16,25%,0,0%,11,48%,0,Raiders,7.0,2023,98
Zamir White,RB,14,22%,0,0%,1,4%,0,Raiders,7.0,2023,98
Aidan O'Connell,QB,14,22%,0,0%,0,0%,0,Raiders,7.0,2023,98
Ameer Abdullah,RB,10,15%,0,0%,15,65%,0,Raiders,7.0,2023,98
Jesper Horsted,TE,5,8%,0,0%,15,65%,0,Raiders,7.0,2023,98
DeAndre Carter,WR,3,5%,0,0%,10,43%,0,Raiders,7.0,2023,98
Marcus Epps,SS,0,0%,71,100%,0,0%,0,Raiders,7.0,2023,98
Marcus Peters,CB,0,0%,71,100%,0,0%,0,Raiders,7.0,2023,98
David Long,CB,0,0%,71,100%,0,0%,0,Raiders,7.0,2023,98
Tre'von Moehrig,FS,0,0%,71,100%,0,0%,0,Raiders,7.0,2023,98
Maxx Crosby,DE,0,0%,69,97%,0,0%,0,Raiders,7.0,2023,98
Robert Spillane,LB,0,0%,61,86%,2,9%,0,Raiders,7.0,2023,98
John Jenkins,DT,0,0%,49,69%,5,22%,0,Raiders,7.0,2023,98
Luke Masterson,LB,0,0%,44,62%,20,87%,0,Raiders,7.0,2023,98
Jerry Tillery,DT,0,0%,44,62%,5,22%,0,Raiders,7.0,2023,98
Amik Robertson,CB,0,0%,41,58%,5,22%,0,Raiders,7.0,2023,98
Bilal Nichols,DT,0,0%,40,56%,5,22%,0,Raiders,7.0,2023,98
Tyree Wilson,DE,0,0%,28,39%,5,22%,0,Raiders,7.0,2023,98
Isaac Rochell,DE,0,0%,27,38%,5,22%,0,Raiders,7.0,2023,98
Adam Butler,DT,0,0%,22,31%,3,13%,0,Raiders,7.0,2023,98
Malcolm Koonce,DE,0,0%,21,30%,15,65%,0,Raiders,7.0,2023,98
Divine Deablo,LB,0,0%,18,25%,1,4%,0,Raiders,7.0,2023,98
Byron Young,DT,0,0%,16,23%,5,22%,0,Raiders,7.0,2023,98
Kana'i Mauga,LB,0,0%,11,15%,13,57%,0,Raiders,7.0,2023,98
Isaiah Pola-Mao,FS,0,0%,6,8%,20,87%,0,Raiders,7.0,2023,98
Brandon Bolden,RB,0,0%,0,0%,20,87%,0,Raiders,7.0,2023,98
Christopher Smith,SS,0,0%,0,0%,18,78%,0,Raiders,7.0,2023,98
Tyler Hall,CB,0,0%,0,0%,7,30%,0,Raiders,7.0,2023,98
Daniel Carlson,K,0,0%,0,0%,7,30%,0,Raiders,7.0,2023,98
AJ Cole III,P,0,0%,0,0%,5,22%,0,Raiders,7.0,2023,98
Jacob Bobenmoyer,LS,0,0%,0,0%,5,22%,0,Raiders,7.0,2023,98
Jordan Meredith,G,0,0%,0,0%,3,13%,0,Raiders,7.0,2023,98
