#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,NYG 25,3,0:51,-1,Punt,1,Giants,7.0,2023,100
2,1,11:36,NYG 11,9,3:16,66,Missed FG,1,Giants,7.0,2023,100
3,1,7:25,NYG 11,3,1:17,9,Punt,1,Giants,7.0,2023,100
4,1,3:51,NYG 12,8,4:33,88,Touchdown,1,Giants,7.0,2023,100
5,2,12:33,NYG 16,3,1:13,4,Punt,1,Giants,7.0,2023,100
6,2,9:34,WAS 48,2,0:38,48,Touchdown,1,Giants,7.0,2023,100
7,2,7:44,NYG 28,4,1:34,14,Punt,1,Giants,7.0,2023,100
8,2,4:08,NYG 39,6,2:26,5,Punt,1,Giants,7.0,2023,100
9,2,0:59,NYG 32,3,0:59,3,End of Half,1,Giants,7.0,2023,100
10,3,10:21,NYG 25,6,2:40,20,Punt,1,Giants,7.0,2023,100
11,3,5:29,NYG 20,3,1:26,9,Punt,1,Giants,7.0,2023,100
12,3,2:26,NYG 21,3,1:20,8,Punt,1,Giants,7.0,2023,100
13,4,13:23,NYG 20,10,5:37,72,Fumble,1,Giants,7.0,2023,100
14,4,0:56,NYG 7,3,0:56,-4,End of Game,1,Giants,7.0,2023,100
