Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Dalton Kincaid,BUF,8,8,75,0,4.0,37,4.6,38,4.8,4.6,0,,0,0.0,0,105.7,7.0,2023,97
Stefon Diggs,BUF,12,6,58,1,2.0,34,5.7,24,4.0,18.3,1,6.0,1,8.3,0,91.7,7.0,2023,97
Khalil Shakir,BUF,4,4,35,0,2.0,28,7.0,7,1.8,7.0,0,,0,0.0,0,103.1,7.0,2023,97
James Cook,BUF,3,3,46,1,3.0,23,7.7,23,7.7,7.7,0,,0,0.0,0,158.3,7.0,2023,97
Latavius Murray,BUF,2,2,20,0,1.0,5,2.5,15,7.5,2.5,0,,0,0.0,0,108.3,7.0,2023,97
Gabriel Davis,BUF,5,1,6,0,,4,4.0,2,2.0,15.6,0,,0,0.0,0,39.6,7.0,2023,97
Trent Sherfield,BUF,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,7.0,2023,97
Deonte Harty,BUF,1,1,10,0,1.0,4,4.0,6,6.0,4.0,0,,0,0.0,0,108.3,7.0,2023,97
Dawson Knox,BUF,3,1,10,0,1.0,2,2.0,8,8.0,10.3,0,,0,0.0,1,4.2,7.0,2023,97
Kendrick Bourne,NWE,7,6,63,1,2.0,17,2.8,46,7.7,1.9,0,,0,0.0,0,143.7,7.0,2023,97
Rhamondre Stevenson,NWE,6,6,51,0,2.0,0,0.0,51,8.5,0.0,1,6.0,0,0.0,0,102.1,7.0,2023,97
Demario Douglas,NWE,6,4,54,0,3.0,25,6.3,29,7.3,3.5,0,,0,0.0,0,95.1,7.0,2023,97
Pharaoh Brown,NWE,2,2,51,0,2.0,19,9.5,32,16.0,9.5,0,,0,0.0,0,118.7,7.0,2023,97
Hunter Henry,NWE,3,2,27,0,2.0,26,13.0,1,0.5,9.7,0,,0,0.0,0,95.1,7.0,2023,97
Mike Gesicki,NWE,2,2,5,1,1.0,3,1.5,2,1.0,1.5,0,,0,0.0,0,118.7,7.0,2023,97
DeVante Parker,NWE,1,1,8,0,,7,7.0,1,1.0,7.0,0,,0,0.0,0,100.0,7.0,2023,97
Jalen Reagor,NWE,1,1,11,0,1.0,9,9.0,2,2.0,9.0,0,,0,0.0,0,112.5,7.0,2023,97
Tyquan Thornton,NWE,1,1,2,0,,-4,-4.0,6,6.0,-4.0,0,,0,0.0,0,79.2,7.0,2023,97
Ezekiel Elliott,NWE,1,0,0,0,0.0,0,,0,,3.0,0,,0,0.0,0,39.6,7.0,2023,97
