Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Josh Allen,BUF,27,41,265,2,1,1,7,28,90.0,7.0,2023,97
James Cook,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Trent Sherfield,BUF,0,0,0,0,0,0,0,0,,7.0,2023,97
Mac Jones,NWE,25,30,272,2,0,1,4,34,126.7,7.0,2023,97
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Ezekiel Elliott,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Pharaoh Brown,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Jalen Reagor,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
DeVante Parker,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Mike Gesicki,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
Tyquan Thornton,NWE,0,0,0,0,0,0,0,0,,7.0,2023,97
