Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Paris Johnson,T,66,100%,0,0%,3,13%,0,Cardinals,7.0,2023,102
Will Hernandez,G,66,100%,0,0%,3,13%,0,Cardinals,7.0,2023,102
Hjalte Froholdt,C,66,100%,0,0%,3,13%,0,Cardinals,7.0,2023,102
Trystan Colon,C,66,100%,0,0%,3,13%,0,Cardinals,7.0,2023,102
Joshua Dobbs,QB,66,100%,0,0%,0,0%,0,Cardinals,7.0,2023,102
Marquise Brown,WR,61,92%,0,0%,0,0%,0,Cardinals,7.0,2023,102
Michael Wilson,WR,55,83%,0,0%,1,4%,0,Cardinals,7.0,2023,102
Emari Demercado,RB,53,80%,0,0%,1,4%,0,Cardinals,7.0,2023,102
Rondale Moore,WR,44,67%,0,0%,0,0%,0,Cardinals,7.0,2023,102
Kelvin Beachum,T,42,64%,0,0%,3,13%,0,Cardinals,7.0,2023,102
Trey McBride,TE,35,53%,0,0%,9,38%,0,Cardinals,7.0,2023,102
Zach Ertz,TE,35,53%,0,0%,0,0%,0,Cardinals,7.0,2023,102
Geoff Swaim,TE,25,38%,0,0%,13,54%,0,Cardinals,7.0,2023,102
D.J. Humphries,T,24,36%,0,0%,0,0%,0,Cardinals,7.0,2023,102
Damien Williams,RB,12,18%,0,0%,2,8%,0,Cardinals,7.0,2023,102
Elijah Higgins,TE,6,9%,0,0%,7,29%,0,Cardinals,7.0,2023,102
Greg Dortch,WR,4,6%,0,0%,10,42%,0,Cardinals,7.0,2023,102
Andre Chachere,SS,0,0%,60,100%,7,29%,0,Cardinals,7.0,2023,102
Starling Thomas,CB,0,0%,60,100%,6,25%,0,Cardinals,7.0,2023,102
Kyzir White,LB,0,0%,60,100%,4,17%,0,Cardinals,7.0,2023,102
Marco Wilson,CB,0,0%,60,100%,4,17%,0,Cardinals,7.0,2023,102
Budda Baker,SS,0,0%,60,100%,1,4%,0,Cardinals,7.0,2023,102
Josh Woods,LB,0,0%,52,87%,5,21%,0,Cardinals,7.0,2023,102
Jonathan Ledbetter,DE,0,0%,44,73%,1,4%,0,Cardinals,7.0,2023,102
Zaven Collins,LB,0,0%,38,63%,0,0%,0,Cardinals,7.0,2023,102
Kevin Strong,NT,0,0%,35,58%,1,4%,0,Cardinals,7.0,2023,102
Victor Dimukeje,LB,0,0%,28,47%,17,71%,0,Cardinals,7.0,2023,102
Dante Stills,DE,0,0%,26,43%,5,21%,0,Cardinals,7.0,2023,102
Roy Lopez,DT,0,0%,26,43%,0,0%,0,Cardinals,7.0,2023,102
Garrett Williams,CB,0,0%,26,43%,0,0%,0,Cardinals,7.0,2023,102
Cameron Thomas,LB,0,0%,24,40%,10,42%,0,Cardinals,7.0,2023,102
Leki Fotu,NT,0,0%,23,38%,7,29%,0,Cardinals,7.0,2023,102
BJ Ojulari,LB,0,0%,20,33%,9,38%,0,Cardinals,7.0,2023,102
Dennis Gardeck,LB,0,0%,18,30%,11,46%,0,Cardinals,7.0,2023,102
Zeke Turner,LB,0,0%,0,0%,20,83%,0,Cardinals,7.0,2023,102
Bobby Price,FS,0,0%,0,0%,19,79%,0,Cardinals,7.0,2023,102
Owen Pappoe,LB,0,0%,0,0%,15,63%,0,Cardinals,7.0,2023,102
Joey Blount,FS,0,0%,0,0%,15,63%,0,Cardinals,7.0,2023,102
Blake Gillikin,P,0,0%,0,0%,9,38%,0,Cardinals,7.0,2023,102
Keaontay Ingram,RB,0,0%,0,0%,9,38%,0,Cardinals,7.0,2023,102
Aaron Brewer,LS,0,0%,0,0%,9,38%,0,Cardinals,7.0,2023,102
Krys Barnes,LB,0,0%,0,0%,9,38%,0,Cardinals,7.0,2023,102
Matt Prater,K,0,0%,0,0%,6,25%,0,Cardinals,7.0,2023,102
K'Von Wallace,FS,0,0%,0,0%,6,25%,0,Cardinals,7.0,2023,102
Clayton Tune,QB,0,0%,0,0%,1,4%,0,Cardinals,7.0,2023,102
