Unnamed: 0,CLE,IND,week,year,game_id
First Downs,18,20,7.0,2023,95
Rush-Yds-TDs,33-150-3,40-168-3,7.0,2023,95
Cmp-Att-Yd-TD-INT,16-37-183-0-2,15-23-305-2-1,7.0,2023,95
Sacked-Yards,2-17,4-17,7.0,2023,95
Net Pass Yards,166,288,7.0,2023,95
Total Yards,316,456,7.0,2023,95
Fumbles-Lost,1-0,4-3,7.0,2023,95
Turnovers,2,4,7.0,2023,95
Penalties-Yards,4-20,8-67,7.0,2023,95
Third Down Conv.,4-16,7-15,7.0,2023,95
Fourth Down Conv.,1-2,0-0,7.0,2023,95
Time of Possession,27:29,32:31,7.0,2023,95
