Player,Pos,home_team,team,week,year,game_id
Justin Herbert,QB,0,Chargers,11.0,2023,154
Austin Ekeler,RB,0,Chargers,11.0,2023,154
Alex Erickson,WR,0,Chargers,11.0,2023,154
Keenan Allen,WR,0,Chargers,11.0,2023,154
Quentin Johnston,WR,0,Chargers,11.0,2023,154
Stone Smartt,TE,0,Chargers,11.0,2023,154
Will Clapp,OL,0,Chargers,11.0,2023,154
Jamaree Salyer,OL,0,Chargers,11.0,2023,154
Rashawn Slater,T,0,Chargers,11.0,2023,154
Trey Pipkins,T,0,Chargers,11.0,2023,154
Zion Johnson,G,0,Chargers,11.0,2023,154
Austin Johnson,DL,0,Chargers,11.0,2023,154
Sebastian Joseph-Day,DL,0,Chargers,11.0,2023,154
Khalil Mack,OLB,0,Chargers,11.0,2023,154
Joey Bosa,OLB,0,Chargers,11.0,2023,154
Eric Kendricks,LB,0,Chargers,11.0,2023,154
Kenneth Murray,LB,0,Chargers,11.0,2023,154
Asante Samuel Jr.,CB,0,Chargers,11.0,2023,154
Michael Davis,CB,0,Chargers,11.0,2023,154
Dean Marlowe,FS,0,Chargers,11.0,2023,154
Derwin James,S,0,Chargers,11.0,2023,154
Alohi Gilman,S,0,Chargers,11.0,2023,154
