Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Zach Wilson,NYJ,0,0,11.0,2023,162
Tim Boyle,NYJ,0,0,11.0,2023,162
Thomas Morstead,NYJ,0,0,11.0,2023,162
Breece Hall,NYJ,0,0,11.0,2023,162
Dalvin Cook,NYJ,0,0,11.0,2023,162
Israel Abanikanda,NYJ,0,0,11.0,2023,162
Jeremy Ruckert,NYJ,0,0,11.0,2023,162
Tyler Conklin,NYJ,0,0,11.0,2023,162
Brandin Echols,NYJ,0,0,11.0,2023,162
Garrett Wilson,NYJ,1,1,11.0,2023,162
Xavier Gipson,NYJ,1,1,11.0,2023,162
Allen Lazard,NYJ,0,0,11.0,2023,162
Josh Allen,BUF,0,0,11.0,2023,162
James Cook,BUF,0,0,11.0,2023,162
Latavius Murray,BUF,0,0,11.0,2023,162
Ty Johnson,BUF,0,0,11.0,2023,162
Khalil Shakir,BUF,0,0,11.0,2023,162
Dalton Kincaid,BUF,0,0,11.0,2023,162
Stefon Diggs,BUF,1,0,11.0,2023,162
Quintin Morris,BUF,0,0,11.0,2023,162
Deonte Harty,BUF,0,0,11.0,2023,162
Kyle Allen,BUF,0,0,11.0,2023,162
