Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Joe Burrow,CIN,1,7,0,7,11.0,2023,151
Jake Browning,CIN,4,40,0,19,11.0,2023,151
Joe Mixon,CIN,16,69,0,14,11.0,2023,151
Trayveon Williams,CIN,2,20,0,15,11.0,2023,151
Tanner Hudson,CIN,0,0,0,0,11.0,2023,151
Trenton Irwin,CIN,0,0,0,0,11.0,2023,151
Tyler Boyd,CIN,0,0,0,0,11.0,2023,151
Drew Sample,CIN,0,0,0,0,11.0,2023,151
Ja'Marr Chase,CIN,0,0,0,0,11.0,2023,151
Irv Smith Jr.,CIN,0,0,0,0,11.0,2023,151
Shedrick Jackson,CIN,0,0,0,0,11.0,2023,151
Lamar Jackson,BAL,9,54,0,8,11.0,2023,151
Gus Edwards,BAL,12,62,2,26,11.0,2023,151
Keaton Mitchell,BAL,8,33,0,21,11.0,2023,151
Zay Flowers,BAL,1,7,0,7,11.0,2023,151
Justice Hill,BAL,1,1,0,1,11.0,2023,151
Odell Beckham Jr.,BAL,0,0,0,0,11.0,2023,151
Nelson Agholor,BAL,0,0,0,0,11.0,2023,151
Mark Andrews,BAL,0,0,0,0,11.0,2023,151
Charlie Kolar,BAL,0,0,0,0,11.0,2023,151
Rashod Bateman,BAL,0,0,0,0,11.0,2023,151
Isaiah Likely,BAL,0,0,0,0,11.0,2023,151
