Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Geno Smith,SEA,0,0,0,0,0,11.0,2023,161
Drew Lock,SEA,0,0,0,0,0,11.0,2023,161
Zach Charbonnet,SEA,6,6,22,0,9,11.0,2023,161
Kenneth Walker III,SEA,1,1,-2,0,-2,11.0,2023,161
DeeJay Dallas,SEA,1,1,10,0,10,11.0,2023,161
D.K. Metcalf,SEA,9,5,94,1,53,11.0,2023,161
Tyler Lockett,SEA,7,5,51,0,13,11.0,2023,161
Jaxon Smith-Njigba,SEA,6,3,40,0,32,11.0,2023,161
Will Dissly,SEA,3,1,9,0,9,11.0,2023,161
Jake Bobo,SEA,2,1,8,0,8,11.0,2023,161
Noah Fant,SEA,2,1,4,0,4,11.0,2023,161
D'Wayne Eskridge,SEA,1,0,0,0,0,11.0,2023,161
Matthew Stafford,LAR,0,0,0,0,0,11.0,2023,161
Royce Freeman,LAR,0,0,0,0,0,11.0,2023,161
Puka Nacua,LAR,7,5,70,1,32,11.0,2023,161
Darrell Henderson,LAR,7,4,28,0,14,11.0,2023,161
Demarcus Robinson,LAR,2,2,24,0,23,11.0,2023,161
Austin Trammell,LAR,6,3,23,0,14,11.0,2023,161
Tyler Higbee,LAR,3,1,17,0,17,11.0,2023,161
Tutu Atwell,LAR,3,1,17,0,17,11.0,2023,161
Cooper Kupp,LAR,1,1,11,0,11,11.0,2023,161
Zach Evans,LAR,0,0,0,0,0,11.0,2023,161
