Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Herbert,LAC,0,0,0,0,0,11.0,2023,154
Austin Ekeler,LAC,3,2,6,0,6,11.0,2023,154
Joshua Kelley,LAC,0,0,0,0,0,11.0,2023,154
Keenan Allen,LAC,16,10,116,1,38,11.0,2023,154
Donald Parham,LAC,6,4,57,0,21,11.0,2023,154
Stone Smartt,LAC,3,1,51,1,51,11.0,2023,154
Quentin Johnston,LAC,6,2,21,0,17,11.0,2023,154
Alex Erickson,LAC,1,1,12,0,12,11.0,2023,154
Derius Davis,LAC,1,1,-3,0,-3,11.0,2023,154
Jordan Love,GNB,0,0,0,0,0,11.0,2023,154
Jayden Reed,GNB,6,4,46,0,19,11.0,2023,154
AJ Dillon,GNB,4,4,32,0,20,11.0,2023,154
Aaron Jones,GNB,2,1,3,0,3,11.0,2023,154
Emanuel Wilson,GNB,2,1,9,0,9,11.0,2023,154
Christian Watson,GNB,4,2,21,1,11,11.0,2023,154
Dontayvion Wicks,GNB,5,3,91,0,35,11.0,2023,154
Romeo Doubs,GNB,6,5,53,1,24,11.0,2023,154
Tucker Kraft,GNB,2,2,32,0,27,11.0,2023,154
Luke Musgrave,GNB,6,4,28,0,11,11.0,2023,154
Malik Heath,GNB,1,1,7,0,7,11.0,2023,154
