Player,Pos,home_team,team,week,year,game_id
Kenny Pickett,QB,0,Steelers,11.0,2023,153
Najee Harris,RB,0,Steelers,11.0,2023,153
Allen Robinson,WR,0,Steelers,11.0,2023,153
Diontae Johnson,WR,0,Steelers,11.0,2023,153
George Pickens,WR,0,Steelers,11.0,2023,153
Pat Freiermuth,TE,0,Steelers,11.0,2023,153
James Daniels,OL,0,Steelers,11.0,2023,153
Broderick Jones,T,0,Steelers,11.0,2023,153
Dan Moore,T,0,Steelers,11.0,2023,153
Isaac Seumalo,G,0,Steelers,11.0,2023,153
Mason Cole,C,0,Steelers,11.0,2023,153
Keeanu Benton,DL,0,Steelers,11.0,2023,153
Larry Ogunjobi,DT,0,Steelers,11.0,2023,153
Cameron Heyward,DT,0,Steelers,11.0,2023,153
Elandon Roberts,LB,0,Steelers,11.0,2023,153
Alex Highsmith,LB,0,Steelers,11.0,2023,153
Mykal Walker,LB,0,Steelers,11.0,2023,153
T.J. Watt,LB,0,Steelers,11.0,2023,153
Patrick Peterson,CB,0,Steelers,11.0,2023,153
Joey Porter Jr.,CB,0,Steelers,11.0,2023,153
Levi Wallace,CB,0,Steelers,11.0,2023,153
Damontae Kazee,S,0,Steelers,11.0,2023,153
