Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jalen Hurts,PHI,12,29,2,10,11.0,2023,164
D'Andre Swift,PHI,12,76,1,35,11.0,2023,164
Boston Scott,PHI,2,8,0,4,11.0,2023,164
Kenneth Gainwell,PHI,1,1,0,1,11.0,2023,164
DeVonta Smith,PHI,0,0,0,0,11.0,2023,164
A.J. Brown,PHI,0,0,0,0,11.0,2023,164
Julio Jones,PHI,0,0,0,0,11.0,2023,164
Jack Stoll,PHI,0,0,0,0,11.0,2023,164
Olamide Zaccheaus,PHI,0,0,0,0,11.0,2023,164
Patrick Mahomes,KAN,6,38,0,14,11.0,2023,164
Isiah Pacheco,KAN,19,89,0,24,11.0,2023,164
Clyde Edwards-Helaire,KAN,2,20,0,12,11.0,2023,164
Kadarius Toney,KAN,2,14,0,14,11.0,2023,164
Jerick McKinnon,KAN,1,7,0,7,11.0,2023,164
Justin Watson,KAN,0,0,0,0,11.0,2023,164
Travis Kelce,KAN,0,0,0,0,11.0,2023,164
Rashee Rice,KAN,0,0,0,0,11.0,2023,164
Mecole Hardman,KAN,0,0,0,0,11.0,2023,164
Skyy Moore,KAN,0,0,0,0,11.0,2023,164
Marquez Valdes-Scantling,KAN,0,0,0,0,11.0,2023,164
Noah Gray,KAN,0,0,0,0,11.0,2023,164
