Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Davante Adams,LVR,13,7,82,1,2.0,72,10.3,10,1.4,15.0,0,,1,7.7,0,98.9,11.0,2023,156
Hunter Renfrow,LVR,5,5,42,0,1.0,15,3.0,27,5.4,3.0,2,2.5,0,0.0,0,101.7,11.0,2023,156
Michael Mayer,LVR,5,4,46,0,2.0,13,3.3,33,8.3,3.4,0,,0,0.0,0,105.0,11.0,2023,156
Jakobi Meyers,LVR,5,4,49,0,2.0,33,8.3,16,4.0,12.8,0,,0,0.0,0,107.5,11.0,2023,156
Tre Tucker,LVR,7,2,36,0,2.0,34,17.0,2,1.0,17.1,0,,1,14.3,2,8.9,11.0,2023,156
Ameer Abdullah,LVR,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3,11.0,2023,156
Josh Jacobs,LVR,1,1,12,0,1.0,-1,-1.0,13,13.0,-1.0,0,,0,0.0,0,116.7,11.0,2023,156
Austin Hooper,LVR,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6,11.0,2023,156
Tyreek Hill,MIA,11,10,146,1,6.0,103,10.3,43,4.3,11.0,3,3.3,0,0.0,0,149.1,11.0,2023,156
Jaylen Waddle,MIA,8,4,55,0,3.0,20,5.0,35,8.8,11.4,0,,0,0.0,1,32.8,11.0,2023,156
Alec Ingold,MIA,4,3,16,0,,-3,-1.0,19,6.3,0.5,0,,1,25.0,0,81.2,11.0,2023,156
Cedrick Wilson Jr.,MIA,4,3,23,0,1.0,21,7.0,2,0.7,10.5,0,,0,0.0,0,88.5,11.0,2023,156
Salvon Ahmed,MIA,3,3,25,1,1.0,1,0.3,24,8.0,0.3,1,3.0,0,0.0,0,141.0,11.0,2023,156
Robbie Chosen,MIA,2,2,39,0,1.0,36,18.0,3,1.5,18.0,0,,0,0.0,0,118.7,11.0,2023,156
Raheem Mostert,MIA,2,1,7,0,0.0,-2,-2.0,9,9.0,-3.5,0,,0,0.0,0,58.3,11.0,2023,156
Julian Hill,MIA,1,1,10,0,,7,7.0,3,3.0,7.0,0,,0,0.0,0,108.3,11.0,2023,156
De'Von Achane,MIA,1,1,4,0,,-4,-4.0,8,8.0,-4.0,0,,0,0.0,0,83.3,11.0,2023,156
