Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bills,27.0,14.64,18.48,-3.19,1.65,15.34,12.19,1.15,10.57,1.82,0.33,1.22,0.2,-3.03,3.1,11.0,2023,162
Jets,-27.0,-15.34,-12.19,-1.15,-10.57,-14.64,-18.48,3.19,-1.65,-1.82,-1.22,-0.33,3.03,-0.2,-3.1,11.0,2023,162
