#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:37,CAR 13,10,5:18,41,Punt,1,Panthers,11.0,2023,152
2,1,3:20,CAR 25,5,2:10,14,Punt,1,Panthers,11.0,2023,152
3,2,11:01,CAR 25,3,1:14,-2,Punt,1,Panthers,11.0,2023,152
4,2,6:50,CAR 26,10,4:54,50,Field Goal,1,Panthers,11.0,2023,152
5,2,0:24,CAR 25,1,0:24,-1,End of Half,1,Panthers,11.0,2023,152
6,3,15:00,CAR 25,4,1:30,3,Punt,1,Panthers,11.0,2023,152
7,3,10:57,CAR 30,17,8:58,70,Touchdown,1,Panthers,11.0,2023,152
8,4,13:58,CAR 25,1,0:10,0,Interception,1,Panthers,11.0,2023,152
9,4,13:48,CAR 25,6,2:30,2,Fumble,1,Panthers,11.0,2023,152
10,4,7:18,CAR 28,3,1:31,-5,Punt,1,Panthers,11.0,2023,152
