Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jalen Hurts,PHI,0,0,0,0,0,11.0,2023,164
D'Andre Swift,PHI,3,3,31,0,20,11.0,2023,164
Boston Scott,PHI,0,0,0,0,0,11.0,2023,164
Kenneth Gainwell,PHI,1,1,4,0,4,11.0,2023,164
DeVonta Smith,PHI,8,6,99,0,41,11.0,2023,164
A.J. Brown,PHI,4,1,8,0,8,11.0,2023,164
Julio Jones,PHI,2,2,5,0,5,11.0,2023,164
Jack Stoll,PHI,2,1,3,0,3,11.0,2023,164
Olamide Zaccheaus,PHI,1,0,0,0,0,11.0,2023,164
Patrick Mahomes,KAN,0,0,0,0,0,11.0,2023,164
Isiah Pacheco,KAN,1,1,2,0,2,11.0,2023,164
Clyde Edwards-Helaire,KAN,0,0,0,0,0,11.0,2023,164
Kadarius Toney,KAN,2,2,12,0,7,11.0,2023,164
Jerick McKinnon,KAN,3,2,8,0,4,11.0,2023,164
Justin Watson,KAN,11,5,53,1,17,11.0,2023,164
Travis Kelce,KAN,9,7,44,1,13,11.0,2023,164
Rashee Rice,KAN,5,4,42,0,17,11.0,2023,164
Mecole Hardman,KAN,2,2,12,0,7,11.0,2023,164
Skyy Moore,KAN,2,1,4,0,4,11.0,2023,164
Marquez Valdes-Scantling,KAN,3,0,0,0,0,11.0,2023,164
Noah Gray,KAN,1,0,0,0,0,11.0,2023,164
