Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Damien Lewis,G,65,100%,0,0%,5,19%,0,Seahawks,11.0,2023,161
Charles Cross,T,65,100%,0,0%,5,19%,0,Seahawks,11.0,2023,161
Evan Brown,C,65,100%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Geno Smith,QB,57,88%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Zach Charbonnet,RB,55,85%,0,0%,1,4%,0,Seahawks,11.0,2023,161
Phil Haynes,G,53,82%,0,0%,5,19%,0,Seahawks,11.0,2023,161
Jason Peters,T,53,82%,0,0%,0,0%,0,Seahawks,11.0,2023,161
D.K. Metcalf,WR,46,71%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Jaxon Smith-Njigba,WR,44,68%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Noah Fant,TE,40,62%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Tyler Lockett,WR,36,55%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Jake Bobo,WR,26,40%,0,0%,7,27%,0,Seahawks,11.0,2023,161
Will Dissly,TE,25,38%,0,0%,9,35%,0,Seahawks,11.0,2023,161
Colby Parkinson,TE,23,35%,0,0%,4,15%,0,Seahawks,11.0,2023,161
D'Wayne Eskridge,WR,14,22%,0,0%,13,50%,0,Seahawks,11.0,2023,161
Anthony Bradford,G,12,18%,0,0%,5,19%,0,Seahawks,11.0,2023,161
Stone Forsythe,T,12,18%,0,0%,5,19%,0,Seahawks,11.0,2023,161
Drew Lock,QB,8,12%,0,0%,0,0%,0,Seahawks,11.0,2023,161
DeeJay Dallas,RB,7,11%,0,0%,15,58%,0,Seahawks,11.0,2023,161
Kenneth Walker III,RB,7,11%,0,0%,0,0%,0,Seahawks,11.0,2023,161
Brady Russell,TE,2,3%,0,0%,23,88%,0,Seahawks,11.0,2023,161
Riq Woolen,CB,0,0%,67,100%,5,19%,0,Seahawks,11.0,2023,161
Julian Love,SS,0,0%,67,100%,5,19%,0,Seahawks,11.0,2023,161
Tre Brown,CB,0,0%,67,100%,3,12%,0,Seahawks,11.0,2023,161
Bobby Wagner,LB,0,0%,67,100%,3,12%,0,Seahawks,11.0,2023,161
Quandre Diggs,FS,0,0%,67,100%,0,0%,0,Seahawks,11.0,2023,161
Devon Witherspoon,CB,0,0%,67,100%,0,0%,0,Seahawks,11.0,2023,161
Jordyn Brooks,LB,0,0%,66,99%,0,0%,0,Seahawks,11.0,2023,161
Leonard Williams,DT,0,0%,50,75%,3,12%,0,Seahawks,11.0,2023,161
Jarran Reed,NT,0,0%,45,67%,3,12%,0,Seahawks,11.0,2023,161
Boye Mafe,LB,0,0%,44,66%,3,12%,0,Seahawks,11.0,2023,161
Dre'Mont Jones,DE,0,0%,35,52%,3,12%,0,Seahawks,11.0,2023,161
Frank Clark,LB,0,0%,31,46%,0,0%,0,Seahawks,11.0,2023,161
Mario Edwards,DE,0,0%,28,42%,0,0%,0,Seahawks,11.0,2023,161
Darrell Taylor,LB,0,0%,23,34%,3,12%,0,Seahawks,11.0,2023,161
Derick Hall,LB,0,0%,6,9%,17,65%,0,Seahawks,11.0,2023,161
Cameron Young,NT,0,0%,6,9%,3,12%,0,Seahawks,11.0,2023,161
Michael Jackson,CB,0,0%,1,1%,18,69%,0,Seahawks,11.0,2023,161
Nick Bellore,LB,0,0%,0,0%,21,81%,0,Seahawks,11.0,2023,161
Jon Rhattigan,LB,0,0%,0,0%,18,69%,0,Seahawks,11.0,2023,161
Artie Burns,CB,0,0%,0,0%,16,62%,0,Seahawks,11.0,2023,161
Devin Bush Jr.,LB,0,0%,0,0%,16,62%,0,Seahawks,11.0,2023,161
Jason Myers,K,0,0%,0,0%,10,38%,0,Seahawks,11.0,2023,161
Jerrick Reed,SS,0,0%,0,0%,9,35%,0,Seahawks,11.0,2023,161
Chris Stoll,LS,0,0%,0,0%,9,35%,0,Seahawks,11.0,2023,161
Michael Dickson,P,0,0%,0,0%,9,35%,0,Seahawks,11.0,2023,161
Ty Okada,SS,0,0%,0,0%,7,27%,0,Seahawks,11.0,2023,161
Olusegun Oluwatimi,C,0,0%,0,0%,5,19%,0,Seahawks,11.0,2023,161
