Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Quincy Williams,NYJ,0,6,5,83.3%,36.0,7.2,6.0,0.0,91.7,0.5,0.0,36.0,1,0,0,0.0,0,10,1,9.1%,11.0,2023,162
Adrian Amos,NYJ,0,4,3,75.0%,49.0,16.3,12.3,0.0,115.6,11.3,24.0,25.0,0,0,0,0.0,0,4,0,0.0%,11.0,2023,162
Jordan Whitehead,NYJ,0,3,3,100.0%,57.0,19.0,19.0,1.0,158.3,4.3,13.0,44.0,0,0,0,0.0,0,9,0,0.0%,11.0,2023,162
D.J. Reed,NYJ,0,4,3,75.0%,13.0,4.3,3.3,0.0,78.1,3.3,9.0,4.0,0,0,0,0.0,0,9,0,0.0%,11.0,2023,162
Brandin Echols,NYJ,0,5,3,60.0%,19.0,6.3,3.8,0.0,67.9,8.8,9.0,10.0,1,0,0,0.0,0,5,0,0.0%,11.0,2023,162
C.J. Mosley,NYJ,0,2,2,100.0%,20.0,10.0,10.0,1.0,147.9,2.5,5.0,15.0,1,0,0,0.0,0,4,1,20.0%,11.0,2023,162
Sauce Gardner,NYJ,0,3,1,33.3%,81.0,81.0,27.0,1.0,121.5,12.0,25.0,56.0,1,0,0,0.0,0,2,0,0.0%,11.0,2023,162
Bryce Huff,NYJ,0,0,0,,,,,,,,,,0,2,1,0.0,3,2,0,0.0%,11.0,2023,162
Will McDonald,NYJ,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%,11.0,2023,162
Quinnen Williams,NYJ,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%,11.0,2023,162
Tony Adams,NYJ,0,2,0,0.0%,,,0.0,,39.6,4.5,,,0,0,0,0.0,0,4,0,0.0%,11.0,2023,162
Ashtyn Davis,NYJ,1,1,0,0.0%,,,0.0,,0.0,42.0,,,0,0,0,0.0,0,0,0,,11.0,2023,162
Jermaine Johnson II,NYJ,0,0,0,,,,,,,,,,2,0,0,0.0,0,5,0,0.0%,11.0,2023,162
Tyrel Dodson,BUF,0,5,5,100.0%,39.0,7.8,7.8,1.0,138.7,1.8,9.0,30.0,2,0,0,1.0,1,7,1,12.5%,11.0,2023,162
Siran Neal,BUF,0,3,2,66.7%,25.0,12.5,8.3,0.0,92.4,6.3,13.0,12.0,0,0,0,0.0,0,4,0,0.0%,11.0,2023,162
Taron Johnson,BUF,0,2,2,100.0%,29.0,14.5,14.5,0.0,118.7,1.0,2.0,27.0,1,0,0,0.0,0,3,0,0.0%,11.0,2023,162
Dorian Williams,BUF,0,3,2,66.7%,7.0,3.5,2.3,0.0,70.1,3.7,7.0,0.0,0,0,0,0.0,0,4,0,0.0%,11.0,2023,162
Terrel Bernard,BUF,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,5.0,5.0,0.0,2,1,0,0.5,2,6,0,0.0%,11.0,2023,162
Jordan Poyer,BUF,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,-2.5,-5.0,10.0,2,2,0,0.0,2,2,0,0.0%,11.0,2023,162
Gregory Rousseau,BUF,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,4.0,4.0,0.0,0,0,0,0.0,0,2,0,0.0%,11.0,2023,162
Dane Jackson,BUF,0,1,1,100.0%,18.0,18.0,18.0,0.0,118.7,16.0,16.0,2.0,0,0,0,0.0,0,1,0,0.0%,11.0,2023,162
Leonard Floyd,BUF,0,0,0,,,,,,,,,,1,0,0,2.5,3,4,0,0.0%,11.0,2023,162
Shaq Lawson,BUF,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,11.0,2023,162
Ed Oliver,BUF,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,1,25.0%,11.0,2023,162
A.J. Epenesa,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,11.0,2023,162
Christian Benford,BUF,0,1,0,0.0%,,,0.0,,39.6,6.0,,,0,0,0,0.0,0,1,0,0.0%,11.0,2023,162
Tyler Matakevich,BUF,0,2,0,0.0%,,,0.0,,39.6,6.5,,,0,0,0,0.0,0,2,0,0.0%,11.0,2023,162
Taylor Rapp,BUF,0,1,0,0.0%,,,0.0,,39.6,24.0,,,0,0,0,0.0,0,3,0,0.0%,11.0,2023,162
Cameron Lewis,BUF,0,1,0,0.0%,,,0.0,,39.6,10.0,,,1,0,0,0.0,0,2,0,0.0%,11.0,2023,162
Micah Hyde,BUF,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,11.0,2023,162
Rasul Douglas,BUF,2,5,0,0.0%,,,0.0,,0.0,14.0,,,0,0,0,0.0,0,4,0,0.0%,11.0,2023,162
