0,1,week,year,game_id
Won Toss,Seahawks (deferred),11.0,2023,161
Roof,dome,11.0,2023,161
Surface,matrixturf,11.0,2023,161
Duration,3:07,11.0,2023,161
Attendance,72704,11.0,2023,161
Vegas Line,Los Angeles Rams -2.0,11.0,2023,161
Over/Under,46.0 (under),11.0,2023,161
