Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Spencer Burford,G,60,100%,0,0%,5,23%,1,49ers,11.0,2023,160
Jon Feliciano,C,60,100%,0,0%,5,23%,1,49ers,11.0,2023,160
Colton McKivitz,T,60,100%,0,0%,5,23%,1,49ers,11.0,2023,160
Jake Brendel,C,60,100%,0,0%,0,0%,1,49ers,11.0,2023,160
Brock Purdy,QB,60,100%,0,0%,0,0%,1,49ers,11.0,2023,160
Trent Williams,T,58,97%,0,0%,0,0%,1,49ers,11.0,2023,160
George Kittle,TE,58,97%,0,0%,0,0%,1,49ers,11.0,2023,160
Brandon Aiyuk,WR,53,88%,0,0%,0,0%,1,49ers,11.0,2023,160
Christian McCaffrey,RB,52,87%,0,0%,0,0%,1,49ers,11.0,2023,160
Deebo Samuel,WR,51,85%,0,0%,0,0%,1,49ers,11.0,2023,160
Kyle Juszczyk,FB,25,42%,0,0%,0,0%,1,49ers,11.0,2023,160
Charlie Woerner,TE,22,37%,0,0%,20,91%,1,49ers,11.0,2023,160
Jauan Jennings,WR,20,33%,0,0%,0,0%,1,49ers,11.0,2023,160
Elijah Mitchell,RB,8,13%,0,0%,0,0%,1,49ers,11.0,2023,160
Ronnie Bell,WR,5,8%,0,0%,4,18%,1,49ers,11.0,2023,160
Jordan Mason,RB,2,3%,0,0%,15,68%,1,49ers,11.0,2023,160
Ross Dwelley,TE,2,3%,0,0%,14,64%,1,49ers,11.0,2023,160
Ray-Ray McCloud,WR,2,3%,0,0%,6,27%,1,49ers,11.0,2023,160
Jaylon Moore,T,2,3%,0,0%,5,23%,1,49ers,11.0,2023,160
Fred Warner,LB,0,0%,71,100%,2,9%,1,49ers,11.0,2023,160
Deommodore Lenoir,CB,0,0%,71,100%,2,9%,1,49ers,11.0,2023,160
Tashaun Gipson,FS,0,0%,71,100%,1,5%,1,49ers,11.0,2023,160
Dre Greenlaw,LB,0,0%,71,100%,0,0%,1,49ers,11.0,2023,160
Charvarius Ward,CB,0,0%,70,99%,0,0%,1,49ers,11.0,2023,160
Nick Bosa,DE,0,0%,62,87%,0,0%,1,49ers,11.0,2023,160
Ambry Thomas,CB,0,0%,57,80%,2,9%,1,49ers,11.0,2023,160
Arik Armstead,DT,0,0%,53,75%,0,0%,1,49ers,11.0,2023,160
Javon Hargrave,DT,0,0%,50,70%,0,0%,1,49ers,11.0,2023,160
Chase Young,DE,0,0%,48,68%,2,9%,1,49ers,11.0,2023,160
Ji'Ayir Brown,SS,0,0%,36,51%,12,55%,1,49ers,11.0,2023,160
Talanoa Hufanga,SS,0,0%,35,49%,1,5%,1,49ers,11.0,2023,160
Javon Kinlaw,DT,0,0%,21,30%,2,9%,1,49ers,11.0,2023,160
Clelin Ferrell,DE,0,0%,20,28%,2,9%,1,49ers,11.0,2023,160
Kevin Givens,DT,0,0%,18,25%,2,9%,1,49ers,11.0,2023,160
Oren Burks,LB,0,0%,14,20%,15,68%,1,49ers,11.0,2023,160
Randy Gregory,LB,0,0%,12,17%,2,9%,1,49ers,11.0,2023,160
Isaiah Oliver,CB,0,0%,1,1%,6,27%,1,49ers,11.0,2023,160
George Odum,FS,0,0%,0,0%,17,77%,1,49ers,11.0,2023,160
Demetrius Flannigan-Fowles,LB,0,0%,0,0%,17,77%,1,49ers,11.0,2023,160
Shemar Jean-Charles,CB,0,0%,0,0%,15,68%,1,49ers,11.0,2023,160
Dee Winters,LB,0,0%,0,0%,15,68%,1,49ers,11.0,2023,160
Jake Moody,K,0,0%,0,0%,11,50%,1,49ers,11.0,2023,160
Darrell Luter,CB,0,0%,0,0%,11,50%,1,49ers,11.0,2023,160
Taybor Pepper,LS,0,0%,0,0%,8,36%,1,49ers,11.0,2023,160
Mitch Wishnowsky,P,0,0%,0,0%,8,36%,1,49ers,11.0,2023,160
Corey Luciano,C,0,0%,0,0%,5,23%,1,49ers,11.0,2023,160
Matt Pryor,T,0,0%,0,0%,5,23%,1,49ers,11.0,2023,160
