Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Packers,3.0,12.8,16.51,-2.39,0.0,-2.45,-3.32,0.87,5.34,-4.58,-2.72,1.78,2.05,-2.09,-3.6,11.0,2023,154
Chargers,-3.0,2.45,3.32,-0.87,-5.34,-12.8,-16.51,2.39,0.0,4.58,-1.78,2.72,2.09,-2.05,3.6,11.0,2023,154
