Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Dak Prescott,DAL,2,6,0,3,11.0,2023,152
Cooper Rush,DAL,3,-3,0,-1,11.0,2023,152
Tony Pollard,DAL,12,61,1,22,11.0,2023,152
Rico Dowdle,DAL,8,23,0,11,11.0,2023,152
KaVontae Turpin,DAL,1,13,0,13,11.0,2023,152
CeeDee Lamb,DAL,1,7,0,7,11.0,2023,152
Brandin Cooks,DAL,0,0,0,0,11.0,2023,152
Jake Ferguson,DAL,0,0,0,0,11.0,2023,152
Michael Gallup,DAL,0,0,0,0,11.0,2023,152
Luke Schoonmaker,DAL,0,0,0,0,11.0,2023,152
Jalen Tolbert,DAL,0,0,0,0,11.0,2023,152
Bryce Young,CAR,2,3,0,4,11.0,2023,152
Chuba Hubbard,CAR,10,57,0,14,11.0,2023,152
Miles Sanders,CAR,11,50,0,15,11.0,2023,152
Adam Thielen,CAR,0,0,0,0,11.0,2023,152
Stephen Sullivan,CAR,0,0,0,0,11.0,2023,152
Laviska Shenault Jr.,CAR,0,0,0,0,11.0,2023,152
Jonathan Mingo,CAR,0,0,0,0,11.0,2023,152
Tommy Tremble,CAR,0,0,0,0,11.0,2023,152
