Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Kyler Murray,ARI,7,51,1,22,11.0,2023,158
James Conner,ARI,14,62,0,14,11.0,2023,158
Tony Jones,ARI,1,10,0,10,11.0,2023,158
Rondale Moore,ARI,2,6,0,4,11.0,2023,158
Greg Dortch,ARI,0,0,0,0,11.0,2023,158
Trey McBride,ARI,0,0,0,0,11.0,2023,158
Geoff Swaim,ARI,0,0,0,0,11.0,2023,158
Elijah Higgins,ARI,0,0,0,0,11.0,2023,158
Marquise Brown,ARI,1,-6,0,-6,11.0,2023,158
C.J. Stroud,HOU,1,-1,0,-1,11.0,2023,158
Davis Mills,HOU,0,0,0,0,11.0,2023,158
Tank Dell,HOU,0,0,0,0,11.0,2023,158
Devin Singletary,HOU,22,112,1,21,11.0,2023,158
Nico Collins,HOU,0,0,0,0,11.0,2023,158
Robert Woods,HOU,0,0,0,0,11.0,2023,158
Dalton Schultz,HOU,0,0,0,0,11.0,2023,158
Steven Sims,HOU,0,0,0,0,11.0,2023,158
John Metchie,HOU,0,0,0,0,11.0,2023,158
Mike Boone,HOU,1,0,0,0,11.0,2023,158
Andrew Beck,HOU,1,0,0,0,11.0,2023,158
