Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
T.J. Edwards,CHI,1,7,5,71.4%,43.0,8.6,6.1,0.0,47.6,4.9,18.0,25.0,4,0,0,0.0,0,9,0,0.0%,11.0,2023,157
Kyler Gordon,CHI,0,5,4,80.0%,44.0,11.0,8.8,0.0,103.3,6.8,28.0,16.0,3,0,0,0.0,0,7,0,0.0%,11.0,2023,157
Eddie Jackson,CHI,0,4,4,100.0%,71.0,17.8,17.8,1.0,158.3,15.8,63.0,8.0,0,0,0,0.0,0,4,2,33.3%,11.0,2023,157
Tremaine Edmunds,CHI,1,4,3,75.0%,30.0,10.0,7.5,1.0,95.8,5.5,15.0,15.0,1,0,0,0.0,0,7,1,12.5%,11.0,2023,157
Jaylon Johnson,CHI,0,6,3,50.0%,49.0,16.3,8.2,1.0,117.4,15.3,45.0,4.0,0,0,0,0.0,0,2,1,33.3%,11.0,2023,157
Jack Sanborn,CHI,0,2,2,100.0%,15.0,7.5,7.5,0.0,97.9,4.5,9.0,6.0,2,0,0,1.0,1,4,1,20.0%,11.0,2023,157
Jaquan Brisker,CHI,0,3,2,66.7%,12.0,6.0,4.0,0.0,74.3,6.0,12.0,0.0,1,0,0,0.0,0,6,0,0.0%,11.0,2023,157
Justin Jones,CHI,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-3.0,-3.0,9.0,0,0,1,0.0,1,4,1,20.0%,11.0,2023,157
Tyrique Stevenson,CHI,1,2,1,50.0%,14.0,14.0,7.0,0.0,33.3,4.0,-5.0,19.0,0,0,0,0.0,0,4,0,0.0%,11.0,2023,157
Gervon Dexter,CHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%,11.0,2023,157
DeMarcus Walker,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,11.0,2023,157
Montez Sweat,CHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,11.0,2023,157
Rasheem Green,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,11.0,2023,157
Yannick Ngakoue,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,11.0,2023,157
Jerry Jacobs,DET,0,7,6,85.7%,102.0,17.0,14.6,1.0,158.3,17.9,81.0,21.0,0,0,0,0.0,0,5,0,0.0%,11.0,2023,157
Jack Campbell,DET,0,4,3,75.0%,22.0,7.3,5.5,0.0,87.5,0.5,10.0,12.0,1,0,0,0.0,0,9,3,25.0%,11.0,2023,157
Alex Anzalone,DET,0,4,2,50.0%,4.0,2.0,1.0,0.0,56.2,6.3,3.0,1.0,1,0,0,0.0,0,15,0,0.0%,11.0,2023,157
Cameron Sutton,DET,0,2,2,100.0%,10.0,5.0,5.0,0.0,87.5,5.0,10.0,0.0,0,0,0,0.0,0,5,0,0.0%,11.0,2023,157
Brian Branch,DET,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,9.5,1.0,4.0,2,0,1,0.0,1,6,0,0.0%,11.0,2023,157
Kerby Joseph,DET,0,2,1,50.0%,12.0,12.0,6.0,0.0,68.7,25.0,4.0,8.0,0,0,0,0.0,0,4,2,33.3%,11.0,2023,157
Derrick Barnes,DET,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,13.0,13.0,1.0,2,0,0,0.0,0,8,0,0.0%,11.0,2023,157
Alim McNeill,DET,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,1,33.3%,11.0,2023,157
Aidan Hutchinson,DET,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%,11.0,2023,157
Josh Paschal,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,2,28.6%,11.0,2023,157
