Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Zach Wilson,NYJ,7,15,81,1,1,5,30,18,57.9,11.0,2023,162
Tim Boyle,NYJ,7,14,33,0,1,1,10,7,26.5,11.0,2023,162
Thomas Morstead,NYJ,1,1,18,0,0,0,0,18,118.7,11.0,2023,162
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Dalvin Cook,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Israel Abanikanda,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Jeremy Ruckert,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Brandin Echols,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Xavier Gipson,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Allen Lazard,NYJ,0,0,0,0,0,0,0,0,,11.0,2023,162
Josh Allen,BUF,20,32,275,3,1,1,12,81,108.2,11.0,2023,162
James Cook,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Quintin Morris,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
Kyle Allen,BUF,0,0,0,0,0,0,0,0,,11.0,2023,162
