Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joshua Dobbs,MIN,0,0,0,0,0,11.0,2023,163
Alexander Mattison,MIN,2,1,-1,0,-1,11.0,2023,163
Ty Chandler,MIN,4,4,37,0,19,11.0,2023,163
T.J. Hockenson,MIN,7,4,55,0,29,11.0,2023,163
Josh Oliver,MIN,4,4,47,1,29,11.0,2023,163
Jordan Addison,MIN,6,3,44,0,18,11.0,2023,163
Brandon Powell,MIN,4,3,32,0,22,11.0,2023,163
K.J. Osborn,MIN,2,1,7,0,7,11.0,2023,163
Russell Wilson,DEN,0,0,0,0,0,11.0,2023,163
Javonte Williams,DEN,2,2,16,0,13,11.0,2023,163
Samaje Perine,DEN,7,7,60,0,17,11.0,2023,163
Jaleel McLaughlin,DEN,5,5,14,0,9,11.0,2023,163
Courtland Sutton,DEN,5,4,66,1,33,11.0,2023,163
Jerry Jeudy,DEN,7,5,58,0,19,11.0,2023,163
Adam Trautman,DEN,2,2,33,0,19,11.0,2023,163
Marvin Mims,DEN,3,2,12,0,8,11.0,2023,163
Lil'Jordan Humphrey,DEN,1,0,0,0,0,11.0,2023,163
