No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
67.0,Nick Allegretti,29.0,G,1,1.0,320.0,6-4,Illinois,4/21/1996,6,,Kansas City Chiefs / 7th / 216th pick / 2019
23.0,Trey Amos,23.0,CB,1,0.0,190.0,6-1,"Louisiana,Alabama,Mississippi",3/3/2002,Rook,,Washington Commanders / 2nd / 61st pick / 2025
92.0,Dorance Armstrong Jr.,28.0,DE,1,0.0,255.0,6-4,Kansas,6/10/1997,7,,Dallas Cowboys / 4th / 116th pick / 2018
87.0,John Bates,28.0,TE,1,1.0,259.0,6-6,Boise St.,11/6/1997,4,,Washington Football Team / 4th / 124th pick / 2021
57.0,Nick Bellore,36.0,LB,1,0.0,250.0,6-1,Central Michigan,5/12/1989,14,,
63.0,Tyler Biadasz,28.0,C,1,1.0,318.0,6-4,Wisconsin,11/20/1997,5,,Dallas Cowboys / 4th / 146th pick / 2020
85.0,Noah Brown,29.0,WR,1,1.0,225.0,6-2,Ohio St.,1/6/1996,8,,Dallas Cowboys / 7th / 239th pick / 2017
35.0,Percy Butler,25.0,S,1,0.0,191.0,6-0,Louisiana,5/29/2000,3,,Washington Commanders / 4th / 113th pick / 2022
74.0,Brandon Coleman,25.0,OT,1,1.0,320.0,6-6,"Trinity Valley CC (TX),TCU",10/12/2000,1,,Washington Commanders / 3rd / 67th pick / 2024
72.0,Josh Conerly,22.0,OT,1,1.0,315.0,6-4,Oregon,11/5/2003,Rook,,Washington Commanders / 1st / 29th pick / 2025
22.0,Jacory Croskey-Merritt,24.0,RB,1,0.0,208.0,5-11,"Alabama St.,New Mexico,Arizona",4/12/2001,Rook,,Washington Commanders / 7th / 245th pick / 2025
5.0,Jayden Daniels,25.0,QB,1,1.0,210.0,6-4,"Arizona St.,LSU",12/18/2000,1,,Washington Commanders / 1st / 2nd pick / 2024
60.0,Michael Deiter,29.0,C,1,0.0,310.0,6-6,Wisconsin,9/3/1996,6,,Miami Dolphins / 3rd / 78th pick / 2019
30.0,Austin Ekeler,30.0,RB,1,1.0,200.0,5-9,Western St. (CO),5/17/1995,8,,
86.0,Zach Ertz,35.0,TE,1,1.0,250.0,6-5,Stanford,11/10/1990,12,,Philadelphia Eagles / 2nd / 35th pick / 2013
