No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
95.0,Adetomiwa Adebawore,24.0,DT,1,0.0,282.0,6-2,Northwestern,3/4/2001,2,,Indianapolis Colts / 4th / 110th pick / 2023
58.0,Austin Ajiake,25.0,LB,1,0.0,223.0,6-1,UNLV,6/30/2000,Rook,,
81.0,Mo Alie-Cox,32.0,TE,1,1.0,267.0,6-5,Virginia Commonwealth,9/19/1993,7,,
48.0,Joe Bachie,27.0,LB,1,1.0,235.0,6-2,Michigan St.,2/26/1998,5,,
37.0,Ulysses Bentley,25.0,RB,1,0.0,200.0,5-10,"SMU,Mississippi",12/30/2000,Rook,,
29.0,Mekhi Blackmon,26.0,CB,1,0.0,178.0,5-11,"San Mateo,Colorado,USC",3/18/1999,2,,Minnesota Vikings / 3rd / 102nd pick / 2023
60.0,Tanor Bortolini,23.0,C,1,1.0,303.0,6-4,Wisconsin,6/18/2002,1,,Indianapolis Colts / 4th / 117th pick / 2024
99.0,DeForest Buckner,31.0,DT,1,1.0,295.0,6-7,Oregon,3/17/1994,9,,San Francisco 49ers / 1st / 7th pick / 2016
0.0,Camryn Bynum,27.0,S,1,1.0,200.0,6-0,California,7/19/1998,4,,Minnesota Vikings / 4th / 125th pick / 2021
20.0,Nick Cross,24.0,S,1,1.0,212.0,6-0,Maryland,9/10/2001,3,,Indianapolis Colts / 3rd / 96th pick / 2022
1.0,Josh Downs,24.0,WR,1,0.0,171.0,5-9,North Carolina,8/12/2001,2,,Indianapolis Colts / 3rd / 79th pick / 2023
16.0,Ashton Dulin,28.0,WR,1,0.0,215.0,6-2,Malone,5/15/1997,6,,
52.0,Samson Ebukam,30.0,DE,1,0.0,245.0,6-3,Eastern Washington,5/9/1995,8,,Los Angeles Rams / 4th / 125th pick / 2017
35.0,Johnathan Edwards,24.0,CB,0,0.0,201.0,6-1,Tulane,11/16/2001,Rook,,
44.0,Zaire Franklin,29.0,LB,1,1.0,235.0,6-0,Syracuse,7/2/1996,7,,Indianapolis Colts / 7th / 235th pick / 2018
92.0,Neville Gallimore,28.0,DT,1,0.0,307.0,6-2,Oklahoma,1/17/1997,5,,Dallas Cowboys / 3rd / 82nd pick / 2020
21.0,DJ Giddens,22.0,RB,1,0.0,212.0,6-0,Kansas St.,8/26/2003,Rook,,Indianapolis Colts / 5th / 151st pick / 2025
71.0,Matt Goncalves,24.0,G,1,1.0,317.0,6-6,Pittsburgh,1/26/2001,1,,Indianapolis Colts / 3rd / 79th pick / 2024
31.0,Tyler Goodson,25.0,RB,0,0.0,197.0,5-9,Iowa,11/10/2000,2,,
6.0,Anthony Gould,24.0,WR,1,0.0,174.0,5-8,Oregon St.,4/6/2001,1,,Indianapolis Colts / 5th / 142nd pick / 2024
4.0,Xavien Howard,32.0,CB,1,1.0,203.0,6-1,Baylor,7/4/1993,9,,Miami Dolphins / 2nd / 38th pick / 2016
98.0,Eric Johnson,27.0,DT,1,0.0,320.0,6-4,Missouri State,7/16/1998,3,,Indianapolis Colts / 5th / 159th pick / 2022
17.0,Daniel Jones,28.0,QB,1,1.0,230.0,6-5,Duke,5/27/1997,6,,New York Giants / 1st / 6th pick / 2019
40.0,Jaylon Jones,23.0,CB,1,0.0,203.0,6-2,Texas A&M,4/3/2002,2,,Indianapolis Colts / 7th / 221st pick / 2023
97.0,Laiatu Latu,25.0,DE,1,1.0,265.0,6-5,"Washington,UCLA",12/31/2000,1,,Indianapolis Colts / 1st / 15th pick / 2024
15.0,Riley Leonard,23.0,QB,0,0.0,213.0,6-4,"Duke,Notre Dame",9/13/2002,Rook,,Indianapolis Colts / 6th / 189th pick / 2025
94.0,Tyquan Lewis,30.0,DE,1,0.0,267.0,6-3,Ohio St.,1/30/1995,7,,Indianapolis Colts / 2nd / 64th pick / 2018
86.0,Will Mallory,26.0,TE,0,0.0,239.0,6-4,Miami (FL),6/22/1999,2,,Indianapolis Colts / 5th / 162nd pick / 2023
59.0,Cameron McGrone,25.0,LB,1,0.0,236.0,6-1,Michigan,6/22/2000,3,,New England Patriots / 5th / 177th pick / 2021
10.0,Adonai Mitchell,23.0,WR,1,0.0,205.0,6-2,"Georgia,Texas",10/8/2002,1,,Indianapolis Colts / 2nd / 52nd pick / 2024
23.0,Kenny Moore,30.0,CB,1,1.0,190.0,5-9,Valdosta St.,8/23/1995,8,,
55.0,Chad Muma,26.0,LB,0,0.0,239.0,6-3,Wyoming,8/18/1999,3,,Jacksonville Jaguars / 3rd / 70th pick / 2022
56.0,Quenton Nelson,29.0,G,1,1.0,330.0,6-5,Notre Dame,3/19/1996,7,,Indianapolis Colts / 1st / 6th pick / 2018
85.0,Andrew Ogletree,27.0,TE,1,0.0,260.0,6-5,"Findlay,Youngstown St.",7/28/1998,2,,Indianapolis Colts / 6th / 192nd pick / 2022
50.0,Segun Olubi,26.0,LB,1,0.0,233.0,6-1,"Col. of Idaho,Saddleback College,Harding,San Diego St.",11/1/1999,3,,
51.0,Kwity Paye,27.0,DE,1,1.0,265.0,6-3,Michigan,11/19/1998,4,,Indianapolis Colts / 1st / 21st pick / 2021
14.0,Alec Pierce,25.0,WR,1,1.0,211.0,6-3,Cincinnati,5/2/2000,3,,Indianapolis Colts / 2nd / 53rd pick / 2022
63.0,Danny Pinter,29.0,C,1,0.0,301.0,6-4,Ball St.,6/19/1996,5,,Indianapolis Colts / 5th / 149th pick / 2020
