No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
62.0,Graham Barton,23.0,C,1,1.0,314.0,6-5,Duke,6/1/2002,1,,Tampa Bay Buccaneers / 1st / 26th pick / 2024
43.0,Chris Braswell,24.0,OLB,1,0.0,255.0,6-3,Alabama,10/25/2001,1,,Tampa Bay Buccaneers / 2nd / 57th pick / 2024
68.0,Ben Bredeson,27.0,G,1,1.0,315.0,6-5,Michigan,2/20/1998,5,,Baltimore Ravens / 4th / 143rd pick / 2020
10.0,Teddy Bridgewater,33.0,QB,0,0.0,210.0,6-2,Louisville,11/10/1992,11,,Minnesota Vikings / 1st / 32nd pick / 2014
57.0,John Bullock,24.0,LB,1,0.0,230.0,6-0,Nebraska,4/22/2001,Rook,,
70.0,Benjamin Chukwuma,24.0,OT,1,0.0,310.0,6-6,Georgia St.,5/8/2001,Rook,,
82.0,Devin Culp,25.0,TE,0,0.0,237.0,6-4,Washington,2/2/2000,1,,Tampa Bay Buccaneers / 7th / 246th pick / 2024
54.0,Lavonte David,35.0,LB,1,1.0,233.0,6-1,"Fort Scott (KS),Nebraska",1/23/1990,13,,Tampa Bay Buccaneers / 2nd / 58th pick / 2012
35.0,Jamel Dean,29.0,CB,1,1.0,206.0,6-1,Auburn,10/15/1996,6,,Tampa Bay Buccaneers / 3rd / 94th pick / 2019
86.0,Evan Deckers,26.0,LS,1,0.0,252.0,6-3,"Massachusetts,Duke",2/23/1999,1,,
8.0,SirVocea Dennis,25.0,LB,1,1.0,230.0,6-0,Pittsburgh,3/9/2000,2,,Tampa Bay Buccaneers / 5th / 153rd pick / 2023
0.0,YaYa Diaby,26.0,OLB,1,1.0,270.0,6-4,"Georgia Military,Louisville",5/30/1999,2,,Tampa Bay Buccaneers / 3rd / 82nd pick / 2023
9.0,Riley Dixon,32.0,P,1,0.0,221.0,6-4,Syracuse,8/24/1993,9,,Denver Broncos / 7th / 228th pick / 2016
87.0,Payne Durham,25.0,TE,1,1.0,255.0,6-5,Purdue,6/15/2000,2,,Tampa Bay Buccaneers / 5th / 171st pick / 2023
2.0,Emeka Egbuka,23.0,WR,1,1.0,205.0,6-1,Ohio St.,10/14/2002,Rook,,Tampa Bay Buccaneers / 1st / 19th pick / 2025
13.0,Mike Evans,32.0,WR,1,1.0,231.0,6-5,Texas A&M,8/21/1993,11,,Tampa Bay Buccaneers / 1st / 7th pick / 2014
96.0,Greg Gaines,29.0,DL,1,0.0,312.0,6-1,Washington,5/6/1996,6,,Los Angeles Rams / 4th / 134th pick / 2019
14.0,Chris Godwin,29.0,WR,0,0.0,209.0,6-1,Penn St.,2/27/1996,8,,Tampa Bay Buccaneers / 3rd / 84th pick / 2017
67.0,Luke Goedeke,27.0,T,1,1.0,312.0,6-5,"Wisconsin–Stevens Point,Central Michigan",11/21/1998,3,,Tampa Bay Buccaneers / 2nd / 57th pick / 2022
97.0,Adam Gotsis,33.0,DT,0,0.0,287.0,6-4,Georgia Tech,9/23/1992,9,,Denver Broncos / 2nd / 63rd pick / 2016
90.0,Logan Hall,25.0,DL,1,1.0,283.0,6-6,Houston,4/22/2000,3,,Tampa Bay Buccaneers / 2nd / 33rd pick / 2022
32.0,Josh Hayes,26.0,DB,1,0.0,190.0,6-0,"North Dakota St.,Virginia,Kansas St.",4/24/1999,2,,Tampa Bay Buccaneers / 6th / 181st pick / 2023
