No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
23.0,Jaire Alexander,28.0,CB,1,0.0,196.0,5-10,Louisville,2/9/1997,7,,Green Bay Packers / 1st / 18th pick / 2018
26.0,Rasheen Ali,24.0,RB,1,0.0,210.0,5-11,Marshall,2/16/2001,1,,Baltimore Ravens / 5th / 165th pick / 2024
89.0,Mark Andrews,30.0,TE,1,1.0,250.0,6-5,Oklahoma,9/6/1995,7,,Baltimore Ravens / 3rd / 86th pick / 2018
3.0,Chidobe Awuzie,30.0,CB,1,1.0,202.0,5-11,Colorado,5/24/1995,8,,Dallas Cowboys / 2nd / 60th pick / 2017
7.0,Rashod Bateman,26.0,WR,1,1.0,193.0,6-1,Minnesota,11/29/1999,4,,Baltimore Ravens / 1st / 27th pick / 2021
40.0,Teddye Buchanan,23.0,LB,1,0.0,240.0,6-2,California,10/3/2002,Rook,,Baltimore Ravens / 4th / 129th pick / 2025
67.0,Corey Bullock,24.0,OT,0,0.0,320.0,6-3,Maryland,12/9/2001,Rook,,
66.0,Ben Cleveland,27.0,G,1,0.0,355.0,6-6,Georgia,8/25/1998,4,,Baltimore Ravens / 3rd / 94th pick / 2021
77.0,Daniel Faalele,26.0,G,1,1.0,370.0,6-6,Minnesota,11/9/1999,3,,Baltimore Ravens / 4th / 110th pick / 2022
4.0,Zay Flowers,25.0,WR,1,1.0,183.0,5-9,Boston Col.,9/11/2000,2,,Baltimore Ravens / 1st / 22nd pick / 2023
45.0,Mike Green,22.0,OLB,1,0.0,250.0,6-3,"Virginia,Marshall",7/28/2003,Rook,,Baltimore Ravens / 2nd / 59th pick / 2025
14.0,Kyle Hamilton,24.0,S,1,1.0,218.0,6-4,Notre Dame,3/16/2001,3,,Baltimore Ravens / 1st / 14th pick / 2022
22.0,Derrick Henry,31.0,RB,1,1.0,252.0,6-2,Alabama,1/4/1994,9,,Tennessee Titans / 2nd / 45th pick / 2016
49.0,Jay Higgins,23.0,LB,1,1.0,230.0,6-0,Iowa,2/14/2002,Rook,,
43.0,Justice Hill,28.0,RB,1,0.0,205.0,5-10,Oklahoma St.,11/14/1997,6,,Baltimore Ravens / 4th / 113th pick / 2019
10.0,DeAndre Hopkins,33.0,WR,1,0.0,210.0,6-1,Clemson,6/6/1992,12,,Houston Texans / 1st / 27th pick / 2013
35.0,Jake Hummel,26.0,LB,1,0.0,235.0,6-1,Iowa St.,1/4/1999,3,,
44.0,Marlon Humphrey,29.0,CB,1,1.0,210.0,6-0,Alabama,7/8/1996,8,,Baltimore Ravens / 1st / 16th pick / 2017
8.0,Lamar Jackson,28.0,QB,1,1.0,205.0,6-2,Louisville,1/7/1997,7,,Baltimore Ravens / 1st / 32nd pick / 2018
94.0,John Jenkins,36.0,DT,1,0.0,360.0,6-3,"Mississippi Gulf Coast CC,Georgia",7/11/1989,12,,New Orleans Saints / 3rd / 82nd pick / 2013
98.0,Travis Jones,26.0,DL,1,1.0,341.0,6-4,Connecticut,10/15/1999,3,,Baltimore Ravens / 3rd / 76th pick / 2022
21.0,Sanoussi Kane,24.0,S,1,0.0,210.0,5-11,Purdue,10/6/2001,1,,Baltimore Ravens / 7th / 250th pick / 2024
88.0,Charlie Kolar,26.0,TE,1,1.0,265.0,6-6,Iowa St.,2/10/1999,3,,Baltimore Ravens / 4th / 128th pick / 2022
80.0,Isaiah Likely,25.0,TE,0,0.0,245.0,6-4,Coastal Carolina,4/18/2000,3,,Baltimore Ravens / 4th / 139th pick / 2022
64.0,Tyler Linderbaum,25.0,C,1,1.0,305.0,6-2,Iowa,4/7/2000,3,,Baltimore Ravens / 1st / 25th pick / 2022
33.0,Tyler Loop,24.0,K,1,0.0,191.0,5-11,Arizona,8/4/2001,Rook,,Baltimore Ravens / 6th / 186th pick / 2025
30.0,Reuben Lowery,23.0,S,0,0.0,204.0,5-9,Chattanooga,7/30/2002,Rook,,
92.0,Nnamdi Madubuike,28.0,DL,1,1.0,305.0,6-3,Texas A&M,11/17/1997,5,,Baltimore Ravens / 3rd / 71st pick / 2020
38.0,Keyon Martin,24.0,CB,1,0.0,170.0,5-9,"Youngstown St.,Louisiana",5/16/2001,Rook,,
34.0,Keaton Mitchell,23.0,RB,0,0.0,190.0,5-8,East Carolina,1/17/2002,2,,
84.0,Zaire Mitchell-Paden,26.0,TE,1,0.0,257.0,6-5,Florida Atlantic,8/20/1999,Rook,,
46.0,Nick Moore,33.0,LS,1,0.0,260.0,6-2,Georgia,12/9/1992,5,,
68.0,Joseph Noteboom,30.0,T,1,0.0,321.0,6-5,TCU,6/19/1995,7,,Los Angeles Rams / 3rd / 89th pick / 2018
90.0,David Ojabo,25.0,OLB,0,0.0,252.0,6-4,Michigan,5/17/2000,3,,Baltimore Ravens / 2nd / 45th pick / 2022
99.0,Odafe Oweh,27.0,OLB,1,0.0,265.0,6-5,Penn St.,12/15/1998,4,,Baltimore Ravens / 1st / 31st pick / 2021
93.0,Aeneas Peebles,24.0,DT,1,0.0,289.0,6-0,"Duke,Virginia Tech",9/3/2001,Rook,,Baltimore Ravens / 6th / 210th pick / 2025
42.0,Patrick Ricard,31.0,FB,0,0.0,300.0,6-3,Maine,5/27/1994,8,,
95.0,Tavius Robinson,26.0,OLB,1,1.0,262.0,6-6,"Guelph,Mississippi",1/3/1999,2,,Baltimore Ravens / 4th / 124th pick / 2023
70.0,Roger Rosengarten,23.0,T,1,1.0,316.0,6-5,Washington,6/3/2002,1,,Baltimore Ravens / 2nd / 62nd pick / 2024
15.0,Cooper Rush,32.0,QB,0,0.0,225.0,6-3,Central Michigan,11/21/1993,8,,
32.0,Trenton Simpson,24.0,LB,1,1.0,235.0,6-2,Clemson,6/14/2001,2,,Baltimore Ravens / 3rd / 86th pick / 2023
0.0,Roquan Smith,28.0,LB,1,1.0,235.0,6-1,Georgia,4/8/1997,7,,Chicago Bears / 1st / 8th pick / 2018
79.0,Ronnie Stanley,31.0,T,1,1.0,310.0,6-6,Notre Dame,3/18/1994,9,,Baltimore Ravens / 1st / 6th pick / 2016
24.0,Malaki Starks,22.0,S,1,1.0,203.0,6-1,Georgia,11/13/2003,Rook,,Baltimore Ravens / 1st / 27th pick / 2025
11.0,Jordan Stout,27.0,P,1,0.0,209.0,6-3,"Virginia Tech,Penn St.",8/4/1998,3,,Baltimore Ravens / 4th / 130th pick / 2022
27.0,T.J. Tampa,23.0,CB,1,0.0,199.0,6-1,Iowa St.,3/13/2002,1,,Baltimore Ravens / 4th / 130th pick / 2024
53.0,Kyle Van Noy,34.0,OLB,1,1.0,255.0,6-3,BYU,3/26/1991,11,,Detroit Lions / 2nd / 40th pick / 2014
71.0,Carson Vinson,24.0,T,0,0.0,320.0,6-7,Alabama A&M,11/13/2001,Rook,,Baltimore Ravens / 5th / 141st pick / 2025
