No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
97.0,Bobby Brown,25.0,NT,1,0.0,332.0,6-4,Texas A&M,8/7/2000,4,,Los Angeles Rams / 4th / 117th pick / 2021
95.0,Derrick Brown,27.0,DE,1,1.0,320.0,6-5,Auburn,4/15/1998,5,,Carolina Panthers / 1st / 7th pick / 2020
81.0,Dalevon Campbell,24.0,WR,0,0.0,220.0,6-4,South Carolina,12/5/2001,Rook,,
53.0,Claudin Cherelus,27.0,LB,1,0.0,230.0,6-2,"Massachusetts,Alcorn St.",12/29/1998,2,,
70.0,Brady Christensen,29.0,G,1,0.0,300.0,6-6,BYU,9/27/1996,4,,Carolina Panthers / 3rd / 70th pick / 2021
63.0,Austin Corbett,30.0,C,1,1.0,305.0,6-4,Nevada,9/5/1995,7,,Cleveland Browns / 2nd / 33rd pick / 2018
96.0,Jaden Crumedy,25.0,DT,1,0.0,309.0,6-4,Mississippi St.,7/30/2000,1,,Carolina Panthers / 6th / 200th pick / 2024
14.0,Andy Dalton,38.0,QB,0,0.0,220.0,6-2,TCU,10/29/1987,14,,Cincinnati Bengals / 2nd / 35th pick / 2011
5.0,Rico Dowdle,27.0,RB,1,0.0,215.0,5-11,South Carolina,6/14/1998,5,,
79.0,Ikem Ekwonu,25.0,T,0,0.0,320.0,6-4,North Carolina St.,10/31/2000,3,,Carolina Panthers / 1st / 6th pick / 2022
23.0,Trevor Etienne,21.0,RB,1,0.0,198.0,5-8,"Florida,Georgia",7/9/2004,Rook,,Carolina Panthers / 4th / 114th pick / 2025
29.0,Akayleb Evans,26.0,CB,1,0.0,198.0,6-2,"Tulsa,Missouri",6/22/1999,3,,Minnesota Vikings / 4th / 118th pick / 2022
84.0,Mitchell Evans,22.0,TE,1,0.0,258.0,6-5,Notre Dame,3/18/2003,Rook,,Carolina Panthers / 5th / 163rd pick / 2025
10.0,Ryan Fitzgerald,25.0,K,1,0.0,193.0,5-11,Florida St.,8/13/2000,Rook,,
8.0,Jaycee Horn,26.0,CB,1,1.0,200.0,6-1,South Carolina,11/26/1999,4,,Carolina Panthers / 1st / 8th pick / 2021
15.0,Jimmy Horn,23.0,WR,0,0.0,174.0,5-8,"South Florida,Colorado",9/12/2002,Rook,,Carolina Panthers / 6th / 208th pick / 2025
30.0,Chuba Hubbard,26.0,RB,1,1.0,210.0,6-1,Oklahoma St.,6/11/1999,4,,Carolina Panthers / 4th / 126th pick / 2021
50.0,Robert Hunt,29.0,G,1,1.0,323.0,6-6,Louisiana,8/25/1996,5,,Miami Dolphins / 2nd / 39th pick / 2020
48.0,Thomas Incoom,26.0,OLB,1,0.0,265.0,6-2,"Valdosta St.,Central Michigan",2/19/1999,2,,
55.0,Cam Jackson,23.0,DT,0,0.0,328.0,6-6,"Memphis,Florida",8/7/2002,Rook,,Carolina Panthers / 5th / 140th pick / 2025
2.0,Michael Jackson,28.0,CB,1,1.0,210.0,6-1,Miami (FL),1/10/1997,6,,Dallas Cowboys / 5th / 158th pick / 2019
44.0,J.J. Jansen,39.0,LS,1,0.0,235.0,6-2,Notre Dame,1/20/1986,16,,
52.0,DJ Johnson,27.0,OLB,1,0.0,260.0,6-4,"Miami (FL),Oregon",10/21/1998,2,,Carolina Panthers / 3rd / 80th pick / 2023
91.0,Patrick Jones II,27.0,OLB,1,1.0,264.0,6-4,Pittsburgh,9/29/1998,4,,Minnesota Vikings / 3rd / 90th pick / 2021
17.0,Xavier Legette,24.0,WR,1,1.0,227.0,6-3,South Carolina,1/29/2001,1,,Carolina Panthers / 1st / 32nd pick / 2024
68.0,Damien Lewis,28.0,G,1,1.0,327.0,6-2,LSU,3/21/1997,5,,Seattle Seahawks / 3rd / 69th pick / 2020
6.0,Sam Martin,35.0,P,1,0.0,205.0,6-1,Appalachian St.,2/27/1990,12,,Detroit Lions / 5th / 165th pick / 2013
57.0,Bam Martin-Scott,25.0,LB,1,0.0,231.0,6-2,"Dodge City (KS),South Carolina",7/4/2000,Rook,,
64.0,Cade Mays,26.0,C,1,0.0,325.0,6-6,"Georgia,Tennessee",4/26/1999,3,,Carolina Panthers / 6th / 199th pick / 2022
4.0,Tetairoa McMillan,22.0,WR,1,1.0,212.0,6-5,Arizona,4/5/2003,Rook,,Carolina Panthers / 1st / 8th pick / 2025
85.0,James Mitchell,26.0,TE,0,0.0,249.0,6-4,Virginia Tech,8/11/1999,3,,Detroit Lions / 5th / 177th pick / 2022
7.0,Tre'von Moehrig,26.0,S,1,1.0,202.0,6-2,TCU,6/16/1999,4,,Las Vegas Raiders / 2nd / 43rd pick / 2021
83.0,David Moore,30.0,WR,1,0.0,220.0,6-0,East Central (OK),1/15/1995,8,,Seattle Seahawks / 7th / 226th pick / 2017
72.0,Taylor Moton,31.0,T,1,1.0,325.0,6-5,Western Michigan,8/18/1994,8,,Carolina Panthers / 2nd / 64th pick / 2017
77.0,Yosh Nijman,29.0,T,1,1.0,314.0,6-7,Virginia Tech,1/2/1996,5,,
22.0,Lathan Ransom,23.0,S,1,0.0,206.0,6-0,Ohio St.,7/16/2002,Rook,,Carolina Panthers / 4th / 122nd pick / 2025
,Hunter Renfrow,30.0,WR,1,0.0,185.0,5-10,Clemson,12/21/1995,6,,Oakland Raiders / 5th / 149th pick / 2019
36.0,Demani Richardson,25.0,S,1,0.0,215.0,6-1,Texas A&M,10/7/2000,1,,
94.0,A'Shawn Robinson,30.0,DE,1,1.0,320.0,6-3,Alabama,3/21/1995,9,,Detroit Lions / 2nd / 46th pick / 2016
56.0,Christian Rozeboom,28.0,LB,1,1.0,230.0,6-2,South Dakota St.,1/30/1997,4,,
0.0,Ja'Tavion Sanders,22.0,TE,1,1.0,252.0,6-4,Texas,3/27/2003,1,,Carolina Panthers / 4th / 101st pick / 2024
