No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
67.0,Calvin Anderson,29.0,OT,0,0.0,300.0,6-5,"Rice,Texas",3/25/1996,5,,
74.0,Spencer Anderson,25.0,OL,1,0.0,305.0,6-5,Maryland,6/7/2000,2,,Pittsburgh Steelers / 7th / 251st pick / 2023
19.0,Calvin Austin III,26.0,WR,1,1.0,162.0,5-9,Memphis,3/24/1999,2,,Pittsburgh Steelers / 4th / 138th pick / 2022
95.0,Keeanu Benton,24.0,DL,1,1.0,309.0,6-4,Wisconsin,7/17/2001,2,,Pittsburgh Steelers / 2nd / 49th pick / 2023
78.0,Yahya Black,23.0,DE,1,0.0,336.0,6-5,Iowa,4/21/2002,Rook,,Pittsburgh Steelers / 5th / 164th pick / 2025
9.0,Chris Boswell,34.0,K,1,0.0,185.0,6-2,Rice,3/16/1991,10,,
44.0,Carson Bruener,24.0,LB,1,0.0,227.0,6-1,Washington,6/5/2001,Rook,,Pittsburgh Steelers / 7th / 226th pick / 2025
21.0,Chuck Clark,30.0,S,1,0.0,210.0,6-0,Virginia Tech,4/19/1995,8,,Baltimore Ravens / 6th / 186th pick / 2017
26.0,Brandin Echols,28.0,CB,1,0.0,179.0,5-10,"Northwest Mississippi CC,Kentucky",10/16/1997,4,,New York Jets / 6th / 200th pick / 2021
96.0,Daniel Ekuale,31.0,DT,1,0.0,300.0,6-3,Washington St.,1/13/1994,6,,
25.0,DeShon Elliott,28.0,S,1,1.0,210.0,6-0,Texas,4/21/1997,6,,Baltimore Ravens / 6th / 190th pick / 2018
76.0,Troy Fautanu,25.0,OT,1,1.0,317.0,6-4,Washington,10/11/2000,1,,Pittsburgh Steelers / 1st / 20th pick / 2024
54.0,Zach Frazier,24.0,C,1,1.0,310.0,6-3,West Virginia,8/29/2001,1,,Pittsburgh Steelers / 2nd / 51st pick / 2024
88.0,Pat Freiermuth,27.0,TE,1,0.0,258.0,6-5,Penn St.,10/25/1998,4,,Pittsburgh Steelers / 2nd / 55th pick / 2021
14.0,Kenneth Gainwell,26.0,RB,1,0.0,200.0,5-9,Memphis,3/14/1999,4,,Philadelphia Eagles / 5th / 150th pick / 2021
99.0,Derrick Harmon,22.0,DT,0,0.0,313.0,6-4,"Michigan St.,Oregon",8/3/2003,Rook,,Pittsburgh Steelers / 1st / 21st pick / 2025
50.0,Malik Harrison,27.0,OLB,1,0.0,247.0,6-3,Ohio St.,3/5/1998,5,,Baltimore Ravens / 3rd / 98th pick / 2020
51.0,Nick Herbig,24.0,LB,0,0.0,240.0,6-2,Wisconsin,11/21/2001,2,,Pittsburgh Steelers / 4th / 132nd pick / 2023
97.0,Cameron Heyward,36.0,DT,1,1.0,295.0,6-5,Ohio St.,5/6/1989,14,,Pittsburgh Steelers / 1st / 31st pick / 2011
83.0,Connor Heyward,26.0,TE,1,0.0,230.0,6-0,Michigan St.,1/22/1999,3,,Pittsburgh Steelers / 6th / 208th pick / 2022
56.0,Alex Highsmith,28.0,LB,1,1.0,242.0,6-4,Charlotte,8/7/1997,5,,Pittsburgh Steelers / 3rd / 102nd pick / 2020
55.0,Cole Holcomb,29.0,LB,1,0.0,240.0,6-1,North Carolina,7/30/1996,6,,Washington Redskins / 5th / 173rd pick / 2019
20.0,Kaleb Johnson,22.0,RB,1,0.0,224.0,6-1,Iowa,8/14/2003,Rook,,Pittsburgh Steelers / 3rd / 83rd pick / 2025
77.0,Broderick Jones,24.0,OT,1,1.0,311.0,6-5,Georgia,5/16/2001,2,,Pittsburgh Steelers / 1st / 14th pick / 2023
28.0,Miles Killebrew,32.0,S,1,0.0,222.0,6-2,Southern Utah,5/10/1993,9,,Detroit Lions / 4th / 111th pick / 2016
46.0,Christian Kuntz,31.0,LS,1,0.0,228.0,6-1,Duquesne,4/13/1994,4,,
91.0,Logan Lee,25.0,DT,1,0.0,286.0,6-5,Iowa,6/12/2000,Rook,,Pittsburgh Steelers / 6th / 178th pick / 2024
92.0,Isaiahh Loudermilk,28.0,DT,1,1.0,293.0,6-7,Wisconsin,10/10/1997,4,,Pittsburgh Steelers / 5th / 156th pick / 2021
62.0,Ryan McCollum,27.0,C,1,0.0,300.0,6-5,Texas A&M,3/4/1998,4,,
66.0,Mason McCormick,25.0,G,1,1.0,315.0,6-5,South Dakota St.,5/25/2000,1,,Pittsburgh Steelers / 4th / 119th pick / 2024
4.0,D.K. Metcalf,28.0,WR,1,1.0,229.0,6-4,Mississippi,12/14/1997,6,,Seattle Seahawks / 2nd / 64th pick / 2019
13.0,Scott Miller,28.0,WR,1,0.0,174.0,5-9,Bowling Green,7/31/1997,6,,Tampa Bay Buccaneers / 6th / 208th pick / 2019
72.0,Esezi Otomewo,27.0,DE,0,0.0,282.0,6-5,Minnesota,12/30/1998,3,,Minnesota Vikings / 5th / 165th pick / 2022
68.0,Andrus Peat,32.0,OG,0,0.0,316.0,6-7,Stanford,11/4/1993,10,,New Orleans Saints / 1st / 13th pick / 2015
42.0,James Pierre,29.0,CB,1,0.0,185.0,6-2,Florida Atlantic,9/16/1996,5,,
24.0,Joey Porter Jr.,25.0,CB,1,1.0,193.0,6-2,Penn St.,7/26/2000,2,,Pittsburgh Steelers / 2nd / 32nd pick / 2023
6.0,Patrick Queen,26.0,LB,1,1.0,232.0,6-0,LSU,8/13/1999,5,,Baltimore Ravens / 1st / 28th pick / 2020
5.0,Jalen Ramsey,31.0,CB,1,1.0,211.0,6-1,Florida St.,10/24/1994,9,,Jacksonville Jaguars / 1st / 5th pick / 2016
8.0,Aaron Rodgers,42.0,QB,1,1.0,223.0,6-2,"Butte JC (CA),California",12/2/1983,20,,Green Bay Packers / 1st / 24th pick / 2005
2.0,Mason Rudolph,30.0,QB,0,0.0,235.0,6-5,Oklahoma St.,7/17/1995,6,,Pittsburgh Steelers / 3rd / 76th pick / 2018
33.0,Jack Sawyer,23.0,OLB,1,0.0,260.0,6-4,Ohio St.,5/6/2002,Rook,,Pittsburgh Steelers / 4th / 123rd pick / 2025
64.0,Max Scharping,29.0,G,0,0.0,327.0,6-6,Northern Illinois,8/10/1996,6,,Houston Texans / 2nd / 55th pick / 2019
