No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
21.0,Paulson Adebo,26.0,CB,1,1.0,192.0,6-1,Stanford,7/3/1999,4,,New Orleans Saints / 3rd / 76th pick / 2021
91.0,Darius Alexander,25.0,DT,0,0.0,310.0,6-4,Toledo,8/26/2000,Rook,,New York Giants / 3rd / 65th pick / 2025
2.0,Deonte Banks,24.0,CB,1,0.0,200.0,6-2,Maryland,3/3/2001,2,,New York Giants / 1st / 24th pick / 2023
82.0,Daniel Bellinger,25.0,TE,1,0.0,255.0,6-6,San Diego St.,9/22/2000,3,,New York Giants / 4th / 112th pick / 2022
24.0,Dane Belton,25.0,S,1,0.0,190.0,6-1,Iowa,12/7/2000,3,,New York Giants / 4th / 114th pick / 2022
49.0,Chris Board,30.0,LB,1,0.0,229.0,6-2,North Dakota St.,7/23/1995,7,,
34.0,Beau Brade,23.0,S,0,0.0,209.0,6-0,Maryland,1/29/2002,1,,
0.0,Brian Burns,27.0,OLB,1,1.0,250.0,6-5,Florida St.,4/23/1998,6,,Carolina Panthers / 1st / 16th pick / 2019
51.0,Abdul Carter,22.0,LB,1,0.0,252.0,6-3,Penn St.,10/3/2003,Rook,,New York Giants / 1st / 3rd pick / 2025
81.0,Beaux Collins,23.0,WR,1,0.0,206.0,6-3,"Clemson,Notre Dame",12/16/2002,Rook,,
6.0,Jaxson Dart,22.0,QB,0,0.0,223.0,6-2,"USC,Mississippi",5/13/2003,Rook,,New York Giants / 1st / 25th pick / 2025
98.0,D.J. Davidson,26.0,DL,1,0.0,320.0,6-5,Arizona St.,12/16/1999,3,,New York Giants / 5th / 147th pick / 2022
72.0,Jermaine Eluemunor,31.0,OL,1,1.0,338.0,6-4,"Lackawanna,Texas A&M",12/13/1994,8,,Baltimore Ravens / 5th / 159th pick / 2017
86.0,Thomas Fidone,23.0,TE,0,0.0,255.0,6-6,Nebraska,9/20/2002,Rook,,New York Giants / 7th / 219th pick / 2025
33.0,Demetrius Flannigan-Fowles,29.0,LB,1,0.0,210.0,6-2,Arizona,9/4/1996,5,,
28.0,Cordale Flott,24.0,CB,1,1.0,175.0,6-2,LSU,8/24/2001,3,,New York Giants / 3rd / 81st pick / 2022
9.0,Graham Gano,38.0,K,1,0.0,202.0,6-2,Florida St.,4/9/1987,16,,
90.0,Elijah Garcia,27.0,DL,1,0.0,302.0,6-5,Rice,3/11/1998,3,,
12.0,Jamie Gillan,28.0,P,1,0.0,207.0,6-1,Ark-Pine Bluff,7/4/1997,6,,
57.0,Chauncey Golston,27.0,DL,1,0.0,277.0,6-5,Iowa,2/10/1998,4,,Dallas Cowboys / 3rd / 84th pick / 2021
23.0,Art Green,25.0,CB,1,0.0,200.0,6-2,"Hutchinson (KS),Houston",4/29/2000,1,,
8.0,Jevon Holland,25.0,S,1,1.0,207.0,6-1,Oregon,3/3/2000,4,,Miami Dolphins / 2nd / 36th pick / 2021
55.0,James Hudson,26.0,T,1,1.0,313.0,6-5,"Michigan,Cincinnati",5/13/1999,4,,Cleveland Browns / 4th / 110th pick / 2021
13.0,Jalin Hyatt,24.0,WR,0,0.0,185.0,6-0,Tennessee,9/25/2001,2,,New York Giants / 3rd / 73rd pick / 2023
84.0,Theo Johnson,24.0,TE,1,1.0,264.0,6-6,Penn St.,2/26/2001,1,,New York Giants / 4th / 107th pick / 2024
31.0,Nic Jones,24.0,CB,1,0.0,189.0,6-0,Ball St.,10/15/2001,2,,Kansas City Chiefs / 7th / 250th pick / 2023
59.0,Casey Kreiter,35.0,LS,1,0.0,250.0,6-1,Iowa,8/13/1990,9,,
97.0,Dexter Lawrence,28.0,DL,1,1.0,340.0,6-4,Clemson,11/12/1997,6,,New York Giants / 1st / 17th pick / 2019
85.0,Chris Manhertz,33.0,TE,1,1.0,235.0,6-6,Canisius,4/10/1992,9,,
71.0,Marcus Mbow,22.0,OT,1,0.0,300.0,6-5,Purdue,4/2/2003,Rook,,New York Giants / 5th / 154th pick / 2025
41.0,Micah McFadden,25.0,LB,1,1.0,232.0,6-2,Indiana,1/3/2000,3,,New York Giants / 5th / 146th pick / 2022
53.0,Darius Muasau,24.0,LB,1,0.0,234.0,6-0,"Hawaii,UCLA",2/10/2001,1,,New York Giants / 6th / 183rd pick / 2024
1.0,Malik Nabers,22.0,WR,1,1.0,200.0,6-0,LSU,7/28/2003,1,,New York Giants / 1st / 6th pick / 2024
73.0,Evan Neal,25.0,T,0,0.0,340.0,6-7,Alabama,9/19/2000,3,,New York Giants / 1st / 7th pick / 2022
27.0,Tyler Nubin,24.0,S,1,1.0,210.0,6-2,Minnesota,6/14/2001,1,,New York Giants / 2nd / 47th pick / 2024
93.0,Rakeem Nunez-Roches,32.0,DL,1,0.0,305.0,6-2,Southern Miss,7/3/1993,10,,Kansas City Chiefs / 6th / 217th pick / 2015
58.0,Bobby Okereke,29.0,LB,1,1.0,235.0,6-2,Stanford,7/29/1996,6,,Indianapolis Colts / 3rd / 89th pick / 2019
0.0,Gunner Olszewski,29.0,WR,1,0.0,190.0,6-0,Bemidji St.,11/26/1996,6,,
22.0,Andru Phillips,24.0,CB,1,1.0,180.0,5-11,Kentucky,11/30/2001,1,,New York Giants / 3rd / 70th pick / 2024
95.0,Roy Robertson-Harris,32.0,DT,1,1.0,268.0,6-7,Texas-El Paso,7/23/1993,8,,
17.0,Wan'Dale Robinson,24.0,WR,1,0.0,185.0,5-8,"Nebraska,Kentucky",1/5/2001,3,,New York Giants / 2nd / 43rd pick / 2022
76.0,Jon Runyan Jr.,28.0,G,1,1.0,307.0,6-4,Michigan,8/8/1997,5,,Green Bay Packers / 6th / 192nd pick / 2020
65.0,Austin Schlottmann,30.0,OL,1,0.0,300.0,6-6,TCU,9/18/1995,6,,
61.0,John Michael Schmitz,26.0,C,1,1.0,320.0,6-4,Minnesota,3/19/1999,2,,New York Giants / 2nd / 57th pick / 2023
26.0,Devin Singletary,28.0,RB,1,0.0,203.0,5-7,Florida Atlantic,9/3/1997,6,,Buffalo Bills / 3rd / 74th pick / 2019
44.0,Cam Skattebo,23.0,RB,1,0.0,215.0,5-11,"Sacramento St.,Arizona St.",2/5/2002,Rook,,New York Giants / 4th / 105th pick / 2025
18.0,Darius Slayton,28.0,WR,1,1.0,198.0,6-1,Auburn,1/12/1997,6,,New York Giants / 5th / 171st pick / 2019
64.0,Aaron Stinnie,31.0,OL,1,0.0,312.0,6-3,James Madison,2/18/1994,7,,
5.0,Kayvon Thibodeaux,25.0,OLB,1,1.0,258.0,6-5,Oregon,12/15/2000,3,,New York Giants / 1st / 5th pick / 2022
78.0,Andrew Thomas,26.0,T,0,0.0,315.0,6-5,Georgia,1/22/1999,5,,New York Giants / 1st / 4th pick / 2020
29.0,Tyrone Tracy Jr.,26.0,RB,1,1.0,210.0,5-11,"Iowa,Purdue",11/23/1999,1,,New York Giants / 5th / 166th pick / 2024
74.0,Greg Van Roten,35.0,OG,1,1.0,295.0,6-4,Pennsylvania,2/26/1990,13,,
3.0,Russell Wilson,37.0,QB,1,1.0,206.0,5-11,"Wisconsin,North Carolina St.",11/29/1988,13,,Seattle Seahawks / 3rd / 75th pick / 2012
19.0,Jameis Winston,31.0,QB,0,0.0,231.0,6-4,Florida St.,1/6/1994,10,,Tampa Bay Buccaneers / 1st / 1st pick / 2015
52.0,Victor Dimukeje (PUP),26.0,OLB,0,0.0,262.0,6-2,Duke,11/18/1999,4,,Arizona Cardinals / 6th / 210th pick / 2021
20.0,Eric Gray (PUP),26.0,RB,0,0.0,211.0,5-10,"Tennessee,Oklahoma",11/4/1999,2,,New York Giants / 5th / 172nd pick / 2023
,Anthony Johnson (PUP),26.0,S,0,0.0,205.0,6-0,Iowa St.,12/2/1999,2,,Green Bay Packers / 7th / 242nd pick / 2023
75.0,Joshua Ezeudu (IRD),26.0,OL,0,0.0,310.0,6-4,North Carolina,9/19/1999,3,,New York Giants / 3rd / 67th pick / 2022
88.0,Bryce Ford-Wheaton (IR),25.0,WR,0,0.0,220.0,6-3,West Virginia,3/9/2000,1,,
30.0,TJ Moore (IR),,CB,0,0.0,185.0,6-0,Mercer,,Rook,,
35.0,Rico Payton (IR),26.0,CB,0,0.0,182.0,6-0,"Southern Illinois,Pittsburg St.",11/28/1999,1,,
,Team Total,27.3,,1,,242.7,6-2.3,,,4.6,,
